Matricule;TrainingName;Date;Sequence;SequenceTime;CenterEyePosX;CenterEyePosY;CenterEyePosZ;CenterEyeRotX;CenterEyeRotY;CenterEyeRotZ;CenterEyeRotW;LeftHandPosX;LeftHandPosY;LeftHandPosZ;LeftHandRotX;LeftHandRotY;LeftHandRotZ;LeftHandRotW;RightHandPosX;RightHandPosY;RightHandPosZ;RightHandRotX;RightHandRotY;RightHandRotZ;RightHandRotW
08;Baseball Séquence 360;2025-05-27-14-59-08;1;6,62000008672476;-0,2608848;1,689304;0,5738882;0,07078716;-0,03141233;0,007515758;0,9969684;-0,4817036;0,8304135;0,6320297;0,430489;0,08238679;-0,4218796;0,7936682;-0,147432;1,223253;0,715595;0,1027874;0,07891992;-0,006194506;0,9915483
08;Baseball Séquence 360;2025-05-27-14-59-08;1;6,64000008627772;-0,260103;1,688735;0,5736952;0,0727013;-0,03022832;0,00729425;0,996869;-0,4812769;0,8305649;0,632155;0,4297157;0,08351275;-0,4229866;0,7933804;-0,1467947;1,223879;0,7151675;0,1037664;0,07925805;-0,008643147;0,9914011
08;Baseball Séquence 360;2025-05-27-14-59-08;1;6,66000008583069;-0,2586451;1,687597;0,573294;0,07604939;-0,02809775;0,006954841;0,9966839;-0,480482;0,8307505;0,6325593;0,4285152;0,08479095;-0,4242844;0,7932011;-0,1455493;1,225109;0,7142326;0,1057673;0,07965159;-0,01370171;0,991101
08;Baseball Séquence 360;2025-05-27-14-59-08;1;6,68000008538365;-0,257983;1,687054;0,5730065;0,07794148;-0,02690893;0,006369986;0,9965744;-0,4799596;0,8308616;0,632738;0,4279779;0,08556575;-0,4249076;0,7930744;-0,1450308;1,225806;0,7135689;0,1059703;0,07920247;-0,01601291;0,9910807
08;Baseball Séquence 360;2025-05-27-14-59-08;1;6,70000008493662;-0,256547;1,685899;0,572361;0,08212993;-0,02484253;0,005489208;0,9962968;-0,4785246;0,8310241;0,633199;0,4263918;0,08866108;-0,4272176;0,7923474;-0,1446357;1,227087;0,7120537;0,1045692;0,07626492;-0,01669916;0,9914485
08;Baseball Séquence 360;2025-05-27-14-59-08;1;6,72000008448958;-0,2557877;1,685424;0,5720623;0,08417515;-0,02404765;0,005356819;0,9961464;-0,4779067;0,8310537;0,6334506;0,4256944;0,09016315;-0,4283729;0,7919291;-0,1446357;1,227506;0,7112718;0,1042542;0,0740853;-0,01616564;0,9916558
08;Baseball Séquence 360;2025-05-27-14-59-08;1;6,74000008404255;-0,2543869;1,68459;0,5715472;0,08740829;-0,02225396;0,005249679;0,9959102;-0,4766166;0,8311846;0,6341602;0,4243996;0,09252143;-0,4301534;0,7913867;-0,1449984;1,227816;0,709696;0,1069916;0,06813365;-0,01610716;0,991792
08;Baseball Séquence 360;2025-05-27-14-59-08;1;6,76000008359551;-0,2536755;1,684176;0,5712832;0,08889963;-0,02141079;0,005233467;0,9957967;-0,4759756;0,8312478;0,6345617;0,4236444;0,09358882;-0,4310126;0,7911983;-0,1454887;1,227715;0,7088755;0,1107559;0,06320089;-0,01690535;0,991692
08;Baseball Séquence 360;2025-05-27-14-59-08;1;6,78000008314848;-0,2529867;1,683693;0,5709913;0,0903957;-0,02056512;0,005205024;0,99568;-0,4752283;0,8313234;0,6349809;0,4228292;0,09486607;-0,4320124;0,7909369;-0,145929;1,227733;0,70807;0,1139428;0,058525;-0,01796951;0,9915993
08;Baseball Séquence 360;2025-05-27-14-59-08;1;6,80000008270144;-0,2516272;1,682724;0,5703884;0,09364116;-0,01904818;0,00525526;0,99541;-0,4735909;0,8315001;0,6359065;0,4211335;0,0978986;-0,4342823;0,7902287;-0,1475704;1,227961;0,7058429;0,1190236;0,04729956;-0,0212135;0,9915373
08;Baseball Séquence 360;2025-05-27-14-59-08;1;6,82000008225441;-0,2509469;1,682278;0,5700643;0,09526539;-0,01839858;0,00524909;0,9952681;-0,4726985;0,8316989;0,636493;0,420125;0,0993793;-0,4353799;0,7899767;-0,1481472;1,22834;0,7048138;0,1195941;0,04380304;-0,02169874;0,9916188
