Video Name	Timeline	Head Position. x	Head Position. y	Head Position. z	Head Rotation. x	Head Rotation. y	Head Rotation. z	Controller Right Position. x	Controller Right Position. y	Controller Right Position. z	Controller Right Rotation. x	Controller Right Rotation. y	Controller Right Rotation. z	Controller Left Position. x	Controller Left Position. y	Controller Left Position. z	Controller Left Rotation. x	Controller Left Rotation. y	Controller Left Rotation. z	Eye. x	Eye. y	Eye. z	Eye Left Blinking	Eye Right Blinking	Combine Eye Gaze Point. x	Combine Eye Gaze Point. y	Combine Eye Gaze Point. z	Combine Eye Gaze Vector. x	Combine Eye Gaze Vector. y	Combine Eye Gaze Vector. z	Left Eye Pose Status	Right Eye Pose Status	Left Eye Position Guide. x	Left Eye Position Guide. y	Left Eye Position Guide. z	Right Eye Position Guide. x	Right Eye Position Guide. y	Right Eye Position Guide. z	Foveated Gaze Direction. x	Foveated Gaze Direction. y	Foveated Gaze Direction. z	Foveated Gaze Tracking State
Boxe_EPreN4_2D_Testing_N1_S8_D	1.719999	0.2584	1.5874	-0.3753	7.6507	357.5708	357.5275	0.2954	0.6821	-0.3934	63.6886	358.9731	357.531	0.1699	0.726	-0.3865	54.0651	358.1668	294.665	-0.0964	0.3985	1.9802	True	True	0.0076	-0.0005	0.0236	-0.0504	0.198	0.9789	52	52	0.5999	0.4859	0	0.5999	0.4859	0	-0.0469	0.1987	-0.9789	0
Boxe_EPreN4_2D_Testing_N1_S8_D	1.739999	0.2589	1.5875	-0.3755	7.6047	357.6281	357.5023	0.2953	0.6826	-0.3933	63.6473	358.9288	357.4337	0.1701	0.7263	-0.3862	54.0148	358.2697	294.7405	-0.0944	0.3971	1.9808	True	True	0.0069	-0.0005	0.0236	-0.0495	0.1979	0.979	52	52	0.5999	0.4861	0	0.5999	0.4861	0	-0.0463	0.1985	-0.979	0
Boxe_EPreN4_2D_Testing_N1_S8_D	1.759999	0.26	1.5876	-0.3758	7.5314	357.7208	357.4646	0.2953	0.6839	-0.3928	63.5497	358.8217	357.2409	0.1701	0.7255	-0.3861	53.9294	358.4359	294.7629	-0.0943	0.3966	1.981	True	True	0.0058	-0.0005	0.0235	-0.0499	0.1983	0.9789	52	52	0.5997	0.4859	0	0.5997	0.4859	0	-0.0473	0.1989	-0.9789	0
Boxe_EPreN4_2D_Testing_N1_S8_D	1.779999	0.2606	1.5877	-0.3759	7.5075	357.7603	357.4485	0.2953	0.6847	-0.3927	63.5256	358.7802	357.1478	0.17	0.7249	-0.3861	53.9092	358.4435	294.7326	-0.095	0.3952	1.9813	True	True	0.0046	-0.0005	0.0235	-0.0502	0.197	0.9791	52	52	0.5984	0.487	0	0.5984	0.487	0	-0.0482	0.1976	-0.9791	0
Boxe_EPreN4_2D_Testing_N1_S8_D	1.799999	0.2616	1.5879	-0.3762	7.4568	357.8506	357.4265	0.2953	0.6868	-0.3927	63.4784	358.6881	356.944	0.1699	0.7235	-0.3862	53.9196	358.3659	294.567	-0.0991	0.3944	1.9813	True	True	0.004	-0.0005	0.0235	-0.0541	0.1969	0.9789	52	52	0.5968	0.487	0	0.5968	0.487	0	-0.0524	0.1975	-0.9789	0
Boxe_EPreN4_2D_Testing_N1_S8_D	1.819999	0.2621	1.5881	-0.3763	7.4429	357.8906	357.4334	0.2954	0.6869	-0.3928	63.4708	358.6514	356.8659	0.1701	0.7229	-0.3863	53.9398	358.3143	294.4924	-0.1016	0.3909	1.9819	True	True	0.0038	-0.0005	0.0235	-0.0543	0.1934	0.9796	52	52	0.5967	0.488	0	0.5967	0.488	0	-0.0527	0.194	-0.9796	0
Boxe_EPreN4_2D_Testing_N1_S8_D	1.839999	0.2627	1.5882	-0.3765	7.4211	357.9342	357.4409	0.2956	0.6861	-0.393	63.465	358.6242	356.7879	0.17	0.7229	-0.3865	53.9801	358.2657	294.4063	-0.1027	0.3893	1.9822	True	True	0.0037	-0.0005	0.0235	-0.0539	0.1939	0.9795	52	52	0.5968	0.4879	0	0.5968	0.4879	0	-0.0523	0.1944	-0.9795	0
Boxe_EPreN4_2D_Testing_N1_S8_D	1.859999	0.2637	1.5884	-0.3767	7.3843	358.0149	357.4279	0.2965	0.6848	-0.393	63.4674	358.562	356.6479	0.1703	0.7232	-0.3869	54.0473	358.1558	294.2766	-0.1037	0.3896	1.9821	True	True	0.0038	-0.0005	0.0235	-0.0544	0.1952	0.9792	52	52	0.5967	0.4878	0	0.5967	0.4878	0	-0.0528	0.1958	-0.9792	0
Boxe_EPreN4_2D_Testing_N1_S8_D	1.879999	0.2642	1.5885	-0.3768	7.3674	358.0462	357.4184	0.2972	0.6832	-0.3929	63.465	358.5668	356.6052	0.1707	0.7234	-0.3872	54.0842	358.1389	294.218	-0.1046	0.3905	1.9819	True	True	0.0039	-0.0005	0.0235	-0.0549	0.1961	0.9791	52	52	0.5966	0.4875	0	0.5966	0.4875	0	-0.0532	0.1967	-0.979	0
Boxe_EPreN4_2D_Testing_N1_S8_D	1.899999	0.2651	1.5887	-0.3771	7.3269	358.071	357.3831	0.2982	0.6834	-0.3928	63.4579	358.7045	356.6059	0.1714	0.7241	-0.3882	54.1762	358.1509	294.1384	-0.1058	0.391	1.9817	True	True	0.0039	-0.0005	0.0235	-0.0556	0.1961	0.979	52	52	0.5965	0.4875	0	0.5965	0.4875	0	-0.054	0.1967	-0.979	0
Boxe_EPreN4_2D_Testing_N1_S8_D	1.919999	0.2656	1.5888	-0.3773	7.2973	358.0765	357.3583	0.2989	0.6835	-0.3928	63.4598	358.7714	356.6154	0.172	0.7245	-0.3887	54.199	358.1641	294.0904	-0.1064	0.3902	1.9818	True	True	0.0039	-0.0005	0.0235	-0.0556	0.1948	0.9793	52	52	0.5964	0.4878	0	0.5964	0.4878	0	-0.0539	0.1954	-0.9792	0
Boxe_EPreN4_2D_Testing_N1_S8_D	1.939999	0.2666	1.5889	-0.3775	7.2472	358.1014	357.3195	0.3005	0.6822	-0.3928	63.4664	358.9122	356.6122	0.1724	0.7232	-0.3891	54.2316	358.2868	294.0883	-0.1072	0.3894	1.9819	True	True	0.0039	-0.0005	0.0235	-0.0561	0.1944	0.9793	52	52	0.5962	0.4879	0	0.5962	0.4879	0	-0.0544	0.195	-0.9793	0
Boxe_EPreN4_2D_Testing_N1_S8_D	1.959999	0.2671	1.589	-0.3777	7.2243	358.1293	357.3065	0.301	0.6821	-0.3929	63.473	359.0274	356.644	0.1727	0.7228	-0.3893	54.2267	358.3489	294.0881	-0.108	0.3864	1.9825	True	True	0.0034	-0.0005	0.0234	-0.0562	0.1915	0.9799	52	52	0.596	0.488	0	0.596	0.488	0	-0.0548	0.1921	-0.9798	0
Boxe_EPreN4_2D_Testing_N1_S8_D	1.979999	0.268	1.589	-0.3779	7.2082	358.1738	357.2675	0.3019	0.6821	-0.3928	63.4756	359.226	356.6526	0.1729	0.722	-0.3896	54.2454	358.4295	294.0605	-0.1085	0.3846	1.9828	True	True	0.0028	-0.0005	0.0234	-0.056	0.1913	0.9799	52	52	0.5958	0.4882	0	0.5958	0.4882	0	-0.0548	0.1919	-0.9799	0
Boxe_EPreN4_2D_Testing_N1_S8_D	1.999999	0.2684	1.589	-0.3781	7.2163	358.1993	357.2628	0.3023	0.6817	-0.3927	63.4721	359.3294	356.627	0.1726	0.7224	-0.3894	54.2655	358.4414	293.9897	-0.1081	0.3837	1.983	True	True	0.0027	-0.0005	0.0234	-0.0552	0.1915	0.9799	52	52	0.5958	0.4883	0	0.5958	0.4883	0	-0.0541	0.1921	-0.9799	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.019999	0.2689	1.5891	-0.3781	7.2242	358.2129	357.2526	0.3025	0.6814	-0.3927	63.4648	359.3939	356.6135	0.1728	0.7224	-0.3896	54.274	358.4326	293.9394	-0.1072	0.3828	1.9832	True	True	0.0027	-0.0005	0.0234	-0.0543	0.1911	0.9801	52	52	0.5958	0.4884	0	0.5958	0.4884	0	-0.0532	0.1916	-0.98	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.039999	0.2697	1.5891	-0.3783	7.1927	358.2534	357.1892	0.3025	0.6818	-0.3927	63.4462	359.4446	356.5764	0.1724	0.7217	-0.3898	54.2932	358.3402	293.7668	-0.1094	0.3827	1.9831	True	True	0.0027	-0.0005	0.0234	-0.0575	0.1915	0.9798	52	52	0.5947	0.4885	0	0.5947	0.4885	0	-0.0564	0.1921	-0.9798	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.059999	0.2702	1.589	-0.3784	7.1727	358.2823	357.1473	0.3023	0.6819	-0.3927	63.4362	359.4442	356.5529	0.1723	0.7215	-0.39	54.2952	358.2516	293.6729	-0.1116	0.3824	1.9831	True	True	0.0028	-0.0005	0.0234	-0.0587	0.1912	0.9798	52	52	0.5946	0.4885	0	0.5946	0.4885	0	-0.0576	0.1918	-0.9797	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.079999	0.2709	1.589	-0.3786	7.1103	358.319	357.1225	0.302	0.683	-0.3929	63.4126	359.3952	356.5013	0.1723	0.7214	-0.3902	54.3071	358.165	293.569	-0.1135	0.3819	1.9831	True	True	0.0027	-0.0005	0.0234	-0.0594	0.1908	0.9798	52	52	0.5946	0.4885	0	0.5946	0.4885	0	-0.0584	0.1914	-0.9798	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.099999	0.2713	1.589	-0.3787	7.0826	358.3261	357.1107	0.3021	0.6842	-0.3931	63.4266	359.3507	356.4756	0.172	0.7223	-0.39	54.2801	358.1241	293.5087	-0.1155	0.3802	1.9833	True	True	0.0025	-0.0005	0.0234	-0.0604	0.1892	0.9801	52	52	0.5944	0.4889	0	0.5944	0.4889	0	-0.0594	0.1898	-0.98	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.119999	0.272	1.589	-0.3789	7.0643	358.3593	357.0703	0.302	0.6842	-0.3935	63.4442	359.3428	356.3524	0.1723	0.7231	-0.39	54.2632	358.0457	293.4803	-0.1171	0.3795	1.9833	True	True	0.0023	-0.0005	0.0234	-0.0608	0.1895	0.98	52	52	0.5943	0.4889	0	0.5943	0.4889	0	-0.06	0.19	-0.9799	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.139999	0.2723	1.589	-0.3789	7.066	358.3691	357.0334	0.302	0.6838	-0.3937	63.4476	359.2906	356.2861	0.1724	0.7239	-0.39	54.257	357.9872	293.4752	-0.118	0.3762	1.9839	True	True	0.0022	-0.0005	0.0234	-0.0608	0.1862	0.9806	52	52	0.5941	0.4897	0	0.5941	0.4897	0	-0.0599	0.1867	-0.9806	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.159999	0.2727	1.589	-0.379	7.0667	358.3665	357.015	0.302	0.6836	-0.3938	63.4564	359.2359	356.2387	0.1725	0.7242	-0.3899	54.2646	357.9483	293.4681	-0.1186	0.3742	1.9842	True	True	0.0022	-0.0005	0.0234	-0.0608	0.186	0.9807	52	52	0.594	0.4899	0	0.594	0.4899	0	-0.06	0.1865	-0.9806	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.179999	0.2733	1.5891	-0.3791	7.0704	358.3598	356.9659	0.3018	0.6819	-0.3941	63.4736	359.1485	356.1542	0.1727	0.724	-0.3898	54.2333	357.879	293.4203	-0.1191	0.3729	1.9844	True	True	0.0024	-0.0005	0.0234	-0.0612	0.1858	0.9807	52	52	0.594	0.49	0	0.594	0.49	0	-0.0603	0.1863	-0.9806	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.199999	0.2736	1.589	-0.3792	7.072	358.3538	356.9413	0.3017	0.6822	-0.3942	63.4844	359.0876	356.1322	0.1727	0.7242	-0.3897	54.2116	357.8556	293.4042	-0.1199	0.3715	1.9846	True	True	0.0025	-0.0005	0.0234	-0.0618	0.1851	0.9808	52	52	0.5939	0.4902	0	0.5939	0.4902	0	-0.0608	0.1856	-0.9807	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.219999	0.2742	1.589	-0.3793	7.0726	358.358	356.9019	0.3015	0.6825	-0.3944	63.4972	358.9872	356.0133	0.173	0.7244	-0.3899	54.1898	357.8046	293.3749	-0.1214	0.37	1.9848	True	True	0.0025	-0.0005	0.0234	-0.063	0.1843	0.9809	52	52	0.5935	0.4903	0	0.5935	0.4903	0	-0.0621	0.1848	-0.9808	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.239999	0.2745	1.5889	-0.3794	7.0677	358.3625	356.89	0.3014	0.6825	-0.3944	63.4929	358.9502	355.9789	0.1731	0.7243	-0.39	54.1767	357.7841	293.3471	-0.1222	0.3694	1.9849	True	True	0.0024	-0.0005	0.0234	-0.0628	0.1845	0.9808	52	52	0.5935	0.4903	0	0.5935	0.4903	0	-0.0619	0.185	-0.9808	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.259999	0.2751	1.5889	-0.3795	7.0608	358.3903	356.8488	0.3014	0.6825	-0.3945	63.4837	358.8479	355.8872	0.173	0.7242	-0.3902	54.1634	357.7902	293.2883	-0.1222	0.3685	1.9851	True	True	0.0025	-0.0005	0.0234	-0.0624	0.1839	0.981	52	52	0.5934	0.4904	0	0.5934	0.4904	0	-0.0614	0.1844	-0.9809	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.279999	0.2754	1.5888	-0.3795	7.0561	358.416	356.8253	0.3015	0.6825	-0.3944	63.4727	358.8202	355.8279	0.1732	0.724	-0.3904	54.1702	357.7982	293.2664	-0.1222	0.368	1.9852	True	True	0.0025	-0.0005	0.0234	-0.0624	0.1839	0.981	52	52	0.5934	0.4904	0	0.5934	0.4904	0	-0.0614	0.1844	-0.9809	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.299999	0.2756	1.5888	-0.3796	7.0601	358.4394	356.8173	0.3016	0.6827	-0.3944	63.4514	358.8019	355.7732	0.1733	0.7239	-0.3905	54.1762	357.8474	293.2635	-0.1237	0.3677	1.9851	True	True	0.0027	-0.0005	0.0234	-0.0643	0.1839	0.9809	52	52	0.5929	0.4904	0	0.5929	0.4904	0	-0.0632	0.1844	-0.9808	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.319999	0.2761	1.5887	-0.3796	7.0732	358.4739	356.7802	0.3017	0.6832	-0.3941	63.4083	358.8009	355.7113	0.1734	0.7235	-0.3908	54.185	357.9039	293.2571	-0.1257	0.3666	1.9852	True	True	0.003	-0.0005	0.0234	-0.0657	0.1829	0.9809	52	52	0.5928	0.4906	0	0.5928	0.4906	0	-0.0645	0.1834	-0.9809	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.339998	0.2764	1.5886	-0.3797	7.0748	358.4995	356.7707	0.3017	0.6836	-0.3939	63.3893	358.821	355.704	0.1734	0.7227	-0.3909	54.1953	357.9322	293.249	-0.1267	0.3659	1.9852	True	True	0.0029	-0.0005	0.0234	-0.0655	0.1827	0.981	52	52	0.5928	0.4906	0	0.5928	0.4906	0	-0.0644	0.1832	-0.981	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.359998	0.2769	1.5886	-0.3797	7.0942	358.5335	356.743	0.302	0.6836	-0.3936	63.3499	358.8694	355.6967	0.1735	0.7213	-0.391	54.1882	357.9233	293.2255	-0.1278	0.3655	1.9852	True	True	0.0028	-0.0005	0.0234	-0.0661	0.1827	0.9809	52	52	0.5928	0.4906	0	0.5928	0.4906	0	-0.065	0.1832	-0.9809	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.379998	0.2771	1.5886	-0.3797	7.0999	358.541	356.7328	0.3021	0.6833	-0.3935	63.3371	358.902	355.6858	0.1735	0.7206	-0.391	54.1898	357.9006	293.1759	-0.1389	0.3686	1.9839	True	True	0.0024	-0.0005	0.0233	-0.078	0.1868	0.9793	52	52	0.5888	0.4891	0	0.5888	0.4891	0	-0.0771	0.1873	-0.9793	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.399998	0.2776	1.5886	-0.3797	7.098	358.5766	356.6819	0.3023	0.6827	-0.3933	63.3202	358.9632	355.6594	0.1734	0.7213	-0.3909	54.1754	357.9035	293.1785	-0.1571	0.3835	1.9796	True	True	0.0041	-0.0004	0.0234	-0.0919	0.202	0.9751	52	52	0.5865	0.4867	0	0.5865	0.4867	0	-0.0903	0.2026	-0.9751	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.419998	0.2778	1.5885	-0.3797	7.1032	358.59	356.6691	0.3023	0.6826	-0.3933	63.3121	358.9302	355.6368	0.1735	0.7215	-0.3909	54.1834	357.8689	293.1495	-0.1673	0.3889	1.9777	True	True	0.0038	-0.0004	0.0234	-0.0919	0.1984	0.9758	52	52	0.586	0.4867	0	0.586	0.4867	0	-0.0904	0.199	-0.9758	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.439998	0.2782	1.5885	-0.3797	7.1197	358.5933	356.6536	0.3024	0.6825	-0.3934	63.3062	358.918	355.6172	0.1733	0.7225	-0.3908	54.1846	357.8689	293.1058	-0.1729	0.3922	1.9765	True	True	0.0043	-0.0005	0.0234	-0.0921	0.1987	0.9757	52	52	0.5855	0.4867	0	0.5855	0.4867	0	-0.0904	0.1993	-0.9758	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.459998	0.2784	1.5885	-0.3797	7.1262	358.5932	356.6577	0.3024	0.6825	-0.3934	63.3067	358.8882	355.5936	0.1733	0.7228	-0.3907	54.1818	357.8179	293.1111	-0.1761	0.3934	1.976	True	True	0.0045	-0.0005	0.0234	-0.0923	0.1978	0.9759	52	52	0.5851	0.4871	0	0.5851	0.4871	0	-0.0905	0.1984	-0.9759	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.479998	0.2786	1.5885	-0.3797	7.1228	358.5907	356.6661	0.3024	0.6824	-0.3935	63.3161	358.8681	355.5811	0.1734	0.723	-0.3907	54.1845	357.8042	293.0989	-0.1786	0.3938	1.9757	True	True	0.0044	-0.0005	0.0234	-0.0931	0.1974	0.9759	52	52	0.5849	0.487	0	0.5849	0.487	0	-0.0914	0.198	-0.9759	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.499998	0.2789	1.5884	-0.3797	7.1165	358.5828	356.6708	0.3023	0.6826	-0.3937	63.3456	358.8213	355.5269	0.1737	0.7241	-0.3905	54.1916	357.7383	293.125	-0.1796	0.3933	1.9757	True	True	0.0039	-0.0005	0.0234	-0.0923	0.1965	0.9761	52	52	0.5849	0.4873	0	0.5849	0.4873	0	-0.0908	0.1972	-0.9762	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.519998	0.2791	1.5884	-0.3796	7.1199	358.5647	356.6792	0.3024	0.6826	-0.3938	63.3622	358.7975	355.4992	0.174	0.7245	-0.3906	54.1866	357.735	293.1201	-0.1801	0.3928	1.9758	True	True	0.0028	-0.0004	0.0234	-0.0918	0.1962	0.9762	52	52	0.5848	0.4874	0	0.5848	0.4874	0	-0.0908	0.1968	-0.9762	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.539998	0.2794	1.5884	-0.3795	7.1239	358.5347	356.6727	0.3025	0.6833	-0.394	63.3838	358.68	355.4416	0.1742	0.7256	-0.3905	54.1634	357.768	293.1057	-0.1798	0.3922	1.9759	True	True	0.0027	-0.0004	0.0234	-0.091	0.1959	0.9764	52	52	0.5849	0.4875	0	0.5849	0.4875	0	-0.0901	0.1964	-0.9764	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.559998	0.2796	1.5884	-0.3795	7.115	358.5188	356.6757	0.3026	0.6836	-0.3941	63.389	358.6709	355.4292	0.1741	0.7257	-0.3906	54.1507	357.7893	293.0714	-0.1802	0.3913	1.9761	True	True	0.0027	-0.0004	0.0234	-0.0918	0.1952	0.9765	52	52	0.5849	0.4877	0	0.5849	0.4877	0	-0.0908	0.1958	-0.9764	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.579998	0.2798	1.5883	-0.3794	7.0905	358.4845	356.6875	0.3028	0.684	-0.3942	63.4153	358.6316	355.4172	0.1743	0.7258	-0.3908	54.1898	357.7981	293.0242	-0.18	0.3899	1.9764	True	True	0.003	-0.0004	0.0234	-0.0913	0.1942	0.9767	52	52	0.5849	0.4878	0	0.5849	0.4878	0	-0.0903	0.1948	-0.9767	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.599998	0.2799	1.5883	-0.3793	7.094	358.468	356.6982	0.3029	0.6834	-0.3943	63.4226	358.6938	355.4493	0.1742	0.7248	-0.3909	54.2041	357.7873	293.0101	-0.1799	0.389	1.9766	True	True	0.0028	-0.0004	0.0234	-0.0913	0.1941	0.9767	52	52	0.5849	0.4879	0	0.5849	0.4879	0	-0.0903	0.1947	-0.9767	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.619998	0.2801	1.5883	-0.3792	7.0982	358.4504	356.7053	0.3031	0.6829	-0.3943	63.4367	358.6668	355.4257	0.1742	0.724	-0.391	54.2147	357.7822	293.0023	-0.1799	0.3885	1.9767	True	True	0.0028	-0.0004	0.0234	-0.0913	0.1941	0.9767	52	52	0.5849	0.4879	0	0.5849	0.4879	0	-0.0903	0.1947	-0.9767	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.639998	0.2802	1.5883	-0.379	7.0956	358.4284	356.6867	0.3033	0.6826	-0.3943	63.4494	358.6384	355.3871	0.1742	0.7227	-0.391	54.2139	357.7172	292.9581	-0.1801	0.3877	1.9768	True	True	0.0025	-0.0004	0.0234	-0.0915	0.1936	0.9768	52	52	0.5848	0.488	0	0.5848	0.488	0	-0.0906	0.1942	-0.9768	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.659998	0.2803	1.5882	-0.379	7.1016	358.4133	356.6856	0.3034	0.6825	-0.3943	63.4558	358.6204	355.4087	0.1743	0.7227	-0.391	54.2206	357.6917	292.9302	-0.1806	0.387	1.9769	True	True	0.0025	-0.0004	0.0234	-0.0919	0.1932	0.9768	52	52	0.5848	0.4881	0	0.5848	0.4881	0	-0.091	0.1938	-0.9768	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.679998	0.2804	1.5882	-0.3788	7.1131	358.3556	356.7425	0.3037	0.6822	-0.3941	63.4701	358.6453	355.4125	0.1745	0.7235	-0.391	54.2297	357.6473	292.883	-0.1806	0.3866	1.977	True	True	0.0023	-0.0004	0.0234	-0.0915	0.1932	0.9769	52	52	0.5847	0.4881	0	0.5847	0.4881	0	-0.0907	0.1938	-0.9768	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.699998	0.2805	1.5883	-0.3787	7.129	358.3233	356.7722	0.3037	0.682	-0.394	63.4689	358.636	355.386	0.1746	0.7241	-0.391	54.2377	357.6189	292.8579	-0.1805	0.3864	1.9771	True	True	0.0024	-0.0004	0.0234	-0.0914	0.1932	0.9769	52	52	0.5847	0.4881	0	0.5847	0.4881	0	-0.0906	0.1938	-0.9768	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.719998	0.2807	1.5883	-0.3786	7.1477	358.2583	356.7657	0.3039	0.6817	-0.3938	63.4806	358.5193	355.3325	0.1745	0.7238	-0.3908	54.2505	357.5136	292.8112	-0.1799	0.387	1.977	True	True	0.0027	-0.0004	0.0234	-0.0908	0.1942	0.9768	52	52	0.5847	0.4881	0	0.5847	0.4881	0	-0.0899	0.1948	-0.9767	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.739998	0.2808	1.5883	-0.3786	7.1368	358.2216	356.7466	0.3041	0.6816	-0.3937	63.4854	358.4977	355.3476	0.1743	0.7232	-0.3907	54.2653	357.4358	292.7909	-0.1789	0.387	1.9771	True	True	0.0027	-0.0004	0.0234	-0.09	0.1937	0.9769	52	52	0.5847	0.4881	0	0.5847	0.4881	0	-0.0891	0.1943	-0.9769	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.759998	0.2809	1.5885	-0.3786	7.1078	358.1422	356.7141	0.3043	0.6807	-0.3933	63.4771	358.5262	355.3773	0.1742	0.7226	-0.3904	54.2637	357.2181	292.7426	-0.1785	0.3875	1.977	True	True	0.0028	-0.0004	0.0234	-0.0905	0.1944	0.9767	52	52	0.5848	0.4879	0	0.5848	0.4879	0	-0.0895	0.195	-0.9767	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.779998	0.281	1.5885	-0.3785	7.0808	358.1162	356.6945	0.3044	0.6801	-0.393	63.484	358.56	355.4233	0.1742	0.7224	-0.3903	54.2513	357.1436	292.7485	-0.1777	0.388	1.977	True	True	0.0031	-0.0005	0.0234	-0.0898	0.1945	0.9768	52	52	0.5848	0.4879	0	0.5848	0.4879	0	-0.0886	0.1951	-0.9768	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.799998	0.2811	1.5886	-0.3785	7.054	358.0913	356.6783	0.3043	0.68	-0.3927	63.4872	358.5819	355.4285	0.1744	0.7223	-0.3902	54.2373	357.0789	292.7595	-0.1772	0.3882	1.977	True	True	0.0031	-0.0005	0.0234	-0.0898	0.1945	0.9768	52	52	0.5848	0.4879	0	0.5848	0.4879	0	-0.0886	0.1951	-0.9768	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.819998	0.2813	1.5888	-0.3786	7.0055	358.0664	356.6656	0.3044	0.6799	-0.3922	63.4732	358.5092	355.387	0.1747	0.7217	-0.3899	54.2185	357.0451	292.8094	-0.1765	0.3889	1.9769	True	True	0.0031	-0.0005	0.0234	-0.0894	0.1951	0.9767	52	52	0.5849	0.4877	0	0.5849	0.4877	0	-0.0882	0.1957	-0.9767	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.839998	0.2814	1.5889	-0.3786	6.9824	358.0617	356.6625	0.3042	0.6806	-0.3921	63.4414	358.515	355.4018	0.1745	0.7206	-0.3896	54.208	357.0547	292.8412	-0.1745	0.3888	1.9771	True	True	0.0031	-0.0005	0.0234	-0.0874	0.1945	0.977	52	52	0.5853	0.4877	0	0.5853	0.4877	0	-0.0862	0.1951	-0.977	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.859998	0.2816	1.5891	-0.3786	6.9578	358.0472	356.7131	0.3039	0.6818	-0.3917	63.3994	358.4155	355.3729	0.1743	0.7203	-0.3893	54.1844	357.0101	292.8059	-0.1733	0.3881	1.9773	True	True	0.0031	-0.0004	0.0234	-0.0874	0.1939	0.9771	52	52	0.5858	0.4876	0	0.5858	0.4876	0	-0.0862	0.1944	-0.9771	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.879998	0.2818	1.5892	-0.3785	6.9438	358.0389	356.7274	0.3038	0.6823	-0.3914	63.3792	358.3577	355.3416	0.1744	0.7203	-0.3892	54.1664	357.0249	292.8153	-0.1726	0.3878	1.9774	True	True	0.0031	-0.0004	0.0234	-0.0874	0.1939	0.9771	52	52	0.5858	0.4876	0	0.5858	0.4876	0	-0.0862	0.1944	-0.9771	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.899998	0.2821	1.5894	-0.3785	6.8974	358.0394	356.6927	0.3037	0.6824	-0.391	63.3306	358.2212	355.2585	0.1743	0.7209	-0.3891	54.1604	356.9398	292.7845	-0.1713	0.387	1.9777	True	True	0.0036	-0.0005	0.0234	-0.0866	0.1932	0.9773	52	52	0.5862	0.4877	0	0.5862	0.4877	0	-0.0852	0.1938	-0.9773	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.919998	0.2823	1.5894	-0.3785	6.8831	358.0338	356.6813	0.3036	0.6817	-0.3906	63.3108	358.1589	355.1962	0.1742	0.7213	-0.389	54.1678	356.9018	292.7548	-0.1699	0.3862	1.978	True	True	0.0038	-0.0005	0.0234	-0.0858	0.1927	0.9775	52	52	0.5864	0.4876	0	0.5864	0.4876	0	-0.0843	0.1933	-0.9775	0
