Sequence Name;Is Paused; Timeline;Time Since Level Load;Eye Gaze Valid;Eye Gaze Point X;Eye Gaze Point Y;Eye Gaze Vector X;Eye Gaze Vector Y; Gaze Point On Viewport X; Gaze Point On Viewport Y; Crosshair X; Crosshair Y; Screen Size X; Screen Size Y
Pause;True;9,66;88,9460;True;-0,0312;-0,0053;-0,0423;0,1327;0,4717;0,6425;-67,37;122,36;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S19_U;False;9,68;88,9660;True;-0,0312;-0,0053;-0,0423;0,1327;0,4720;0,6435;-67,37;122,36;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,02;88,9860;True;-0,0312;-0,0053;-0,0292;0,1408;1,6260;0,5454;-55,33;130,12;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,04;89,0060;True;-0,0311;-0,0053;-0,0320;0,1422;1,6204;0,5476;-57,78;131,44;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,06;89,0260;True;-0,0311;-0,0052;-0,0227;0,1504;1,6233;0,5498;-49,30;139,37;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,08;89,0460;True;-0,0310;-0,0052;-0,0263;0,1472;1,6103;0,5502;-52,48;136,34;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,10;89,0660;True;-0,0310;-0,0052;-0,0293;0,1474;1,5974;0,5512;-55,27;136,46;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,12;89,0860;True;-0,0305;-0,0052;-0,0245;0,1574;1,5913;0,5543;-50,39;146,12;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,14;89,1060;True;-0,0230;-0,0053;-0,0352;0,1544;1,5791;0,5547;-53,31;143,14;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,16;89,1260;True;-0,0230;-0,0053;-0,0352;0,1544;1,5791;0,5547;-53,31;143,14;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,18;89,1460;True;-0,0241;-0,0054;-0,0078;0,1381;1,5759;0,5540;-29,21;127,46;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,20;89,1660;True;-0,0241;-0,0054;-0,0078;0,1381;1,5759;0,5540;-29,21;127,46;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,22;89,1860;True;-0,0145;-0,0054;-0,0143;0,1362;1,5690;0,5582;-26,39;125,58;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,24;89,2060;True;-0,0145;-0,0054;-0,0143;0,1362;1,5690;0,5582;-26,39;125,58;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,26;89,2260;True;-0,0110;-0,0053;-0,0222;0,1364;1,5588;0,5655;-30,39;125,85;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,28;89,2460;True;-0,0087;-0,0053;-0,0193;0,1353;1,5502;0,5723;-25,64;124,79;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,30;89,2660;True;-0,0093;-0,0053;-0,0188;0,1287;1,5346;0,5776;-25,80;118,51;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,32;89,2860;True;-0,0116;-0,0052;-0,0189;0,1336;1,5191;0,5826;-27,98;123,24;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,34;89,3060;True;-0,0106;-0,0052;-0,0093;0,1394;1,5083;0,5857;-18,23;128,82;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,36;89,3260;True;-0,0209;-0,0055;0,0675;0,1381;1,5203;0,5860;42,64;127,32;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,38;89,3460;True;0,0354;-0,0051;0,1230;0,1324;1,5553;0,5830;145,16;122,17;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,40;89,3660;True;0,0370;-0,0051;0,1194;0,1301;1,5253;0,5837;143,20;119,98;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,42;89,3860;True;0,0369;-0,0051;0,0982;0,1404;1,4948;0,5864;123,75;129,90;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,44;89,4060;True;0,0369;-0,0050;0,0935;0,1226;1,4716;0,5820;119,37;112,89;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,46;89,4260;True;0,0367;-0,0049;0,0805;0,1073;1,4187;0,5780;107,33;98,32;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,48;89,4460;True;0,0364;-0,0048;0,0655;0,1150;1,3981;0,5795;93,34;105,83;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,50;89,4660;True;0,0338;-0,0047;0,0542;0,1079;1,3729;0,5793;80,60;99,11;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,52;89,4860;True;0,0351;-0,0048;0,0429;0,1240;1,3584;0,5852;71,42;114,44;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,54;89,5060;True;0,0362;-0,0047;0,0293;0,1195;1,3440;0,5879;60,02;110,24;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,56;89,5260;True;0,0361;-0,0047;0,0451;0,1155;1,3360;0,5902;74,36;106,34;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,58;89,5460;True;0,0361;-0,0046;0,0451;0,1144;1,3256;0,5923;74,37;105,40;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,60;89,5660;True;0,0360;-0,0045;0,0313;0,1157;1,3069;0,5946;61,66;106,76;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,62;89,5860;True;0,0359;-0,0045;0,0298;0,1077;1,2945;0,5921;60,18;99,08;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,64;89,6060;True;0,0358;-0,0045;0,0159;0,1028;1,2787;0,5892;47,34;94,34;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,66;89,6260;True;0,0357;-0,0045;0,0212;0,0994;1,2714;0,5859;52,07;91,07;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,68;89,6460;True;0,0359;-0,0049;-0,0004;0,1193;1,2584;0,5885;32,53;109,85;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,70;89,6660;True;0,0352;-0,0049;-0,0077;0,1252;1,2497;0,5892;25,19;115,45;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,72;89,6860;True;0,0343;-0,0049;-0,0091;0,1181;1,2386;0,5865;23,17;108,61;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,74;89,7060;True;-0,0016;-0,0054;0,0134;0,1068;1,2271;0,5798;10,76;97,34;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,76;89,7260;True;-0,0012;-0,0051;0,0133;0,1493;1,2316;0,5853;11,03;138,43;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,78;89,7460;True;0,0074;-0,0048;0,0005;0,1792;1,2322;0,5875;7,22;167,48;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,80;89,7660;True;0,0139;-0,0047;-0,0069;0,1774;1,2302;0,5850;6,45;165,78;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,82;89,7860;True;0,0309;-0,0045;-0,0257;0,1815;1,2282;0,5840;4,76;169,87;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,84;89,8060;True;0,0262;-0,0046;-0,0159;0,1655;1,2258;0,5777;9,46;154,50;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,86;89,8260;True;0,0234;-0,0046;-0,0227;0,1694;1,2217;0,5748;0,63;158,24;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,88;89,8460;True;0,0215;-0,0047;-0,0181;0,1560;1,2223;0,5705;3,07;145,28;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,90;89,8660;True;0,0096;-0,0049;-0,0066;0,1630;1,2248;0,5688;2,73;151,79;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,92;89,8860;True;0,0108;-0,0050;-0,0117;0,1525;1,2265;0,5648;-0,76;141,63;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,94;89,9060;True;0,0120;-0,0050;-0,0104;0,1469;1,2327;0,5618;1,46;136,26;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,96;89,9260;True;0,0079;-0,0051;-0,0018;0,1526;1,2402;0,5626;5,60;141,64;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;0,98;89,9460;True;-0,0004;-0,0051;0,0039;0,1505;1,2434;0,5624;3,24;139,56;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,00;89,9660;True;-0,0004;-0,0051;0,0010;0,1568;1,2493;0,5626;0,56;145,60;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,02;89,9860;True;-0,0134;-0,0052;0,0219;0,1559;1,2580;0,5615;7,76;144,65;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,04;90,0060;True;-0,0159;-0,0053;0,0239;0,1515;1,2599;0,5617;7,31;140,37;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,06;90,0260;True;-0,0138;-0,0053;0,0298;0,1580;1,2675;0,5636;14,73;146,66;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,08;90,0460;True;-0,0105;-0,0052;0,0263;0,1555;1,2709;0,5637;14,46;144,25;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,10;90,0660;True;-0,0002;-0,0051;0,0150;0,1543;1,2729;0,5632;13,52;143,25;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,12;90,0860;True;0,0155;-0,0049;-0,0012;0,1573;1,2751;0,5622;13,16;146,28;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,14;90,1060;True;0,0162;-0,0049;-0,0005;0,1559;1,2758;0,5598;14,39;144,94;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,16;90,1260;True;0,0188;-0,0049;-0,0003;0,1506;1,2770;0,5583;16,96;139,87;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,18;90,1460;True;0,0183;-0,0049;0,0005;0,1478;1,2775;0,5574;17,23;137,19;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,20;90,1660;True;-0,0164;-0,0053;0,0303;0,1466;1,2763;0,5580;12,74;135,60;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,22;90,1860;True;-0,0245;-0,0054;0,0357;0,1478;1,2748;0,5580;10,30;136,75;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,24;90,2060;True;-0,0213;-0,0055;0,0304;0,1572;1,2749;0,5594;8,34;145,69;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,26;90,2260;True;-0,0218;-0,0055;0,0330;0,1587;1,2750;0,5603;10,29;147,05;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,28;90,2460;True;-0,0274;-0,0056;0,0335;0,1611;1,2736;0,5628;5,58;149,37;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,30;90,2660;True;-0,0291;-0,0055;0,0372;0,1643;1,2743;0,5671;7,49;152,42;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,32;90,2860;True;-0,0297;-0,0055;0,0312;0,1628;1,2698;0,5709;1,32;151,02;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,34;90,3060;True;-0,0297;-0,0054;0,0309;0,1716;1,2655;0,5767;1,07;159,54;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,36;90,3260;True;-0,0273;-0,0053;0,0272;0,1772;1,2607;0,5795;-0,08;164,96;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,38;90,3460;True;-0,0229;-0,0052;0,0157;0,1640;1,2525;0,5778;-6,56;152,42;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,40;90,3660;True;-0,0172;-0,0051;0,0150;0,1763;1,2519;0,5799;-1,96;164,33;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,42;90,3860;True;-0,0208;-0,0052;0,0053;0,1676;1,2380;0,5796;-14,15;155,89;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,44;90,4060;True;-0,0192;-0,0053;-0,0027;0,1801;1,2359;0,5816;-20,07;167,84;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,46;90,4260;True;0,0000;-0,0051;-0,0114;0,1644;1,2341;0,5791;-10,47;152,85;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,48;90,4460;True;0,0001;-0,0052;-0,0207;0,1606;1,2268;0,5798;-18,90;149,19;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,50;90,4660;True;0,0001;-0,0053;-0,0232;0,1544;1,2216;0,5799;-21,14;143,12;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,52;90,4860;True;0,0000;-0,0054;-0,0176;0,1604;1,2185;0,5832;-16,08;148,83;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,54;90,5060;True;-0,0134;-0,0055;-0,0103;0,1551;1,2123;0,5843;-21,72;143,55;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,56;90,5260;True;-0,0213;-0,0056;-0,0131;0,1490;1,2045;0,5864;-31,52;137,66;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,58;90,5460;True;-0,0245;-0,0056;-0,0065;0,1498;1,2017;0,5904;-28,41;138,35;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,60;90,5660;True;-0,0256;-0,0056;-0,0110;0,1481;1,1965;0,5941;-33,55;136,80;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,62;90,5860;True;-0,0224;-0,0055;-0,0100;0,1488;1,1946;0,5974;-29,73;137,55;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,64;90,6060;True;-0,0200;-0,0054;-0,0237;0,1529;1,1883;0,6009;-40,00;141,65;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,66;90,6260;True;-0,0171;-0,0052;-0,0225;0,1653;1,1859;0,6052;-36,23;153,65;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,68;90,6460;True;-0,0154;-0,0049;-0,0277;0,1650;1,1726;0,6125;-39,48;153,68;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,70;90,6660;True;-0,0106;-0,0048;-0,0352;0,1632;1,1666;0,6165;-41,96;152,07;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,72;90,6860;True;-0,0055;-0,0047;-0,0350;0,1680;1,1636;0,6228;-37,14;156,76;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,74;90,7060;True;0,0000;-0,0046;-0,0446;0,1806;1,1540;0,6340;-40,88;168,93;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,76;90,7260;True;0,0041;-0,0045;-0,0570;0,1770;1,1419;0,6393;-48,50;165,62;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,78;90,7460;True;0,0032;-0,0045;-0,0581;0,1797;1,1342;0,6422;-50,29;168,18;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,80;90,7660;True;0,0026;-0,0045;-0,0624;0,1851;1,1261;0,6459;-54,78;173,33;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,82;90,7860;True;0,0029;-0,0045;-0,0659;0,1867;1,1231;0,6459;-57,65;174,97;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,84;90,8060;True;0,0043;-0,0044;-0,0768;0,1986;1,1218;0,6462;-66,33;186,42;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,86;90,8260;True;0,0046;-0,0044;-0,0756;0,1967;1,1232;0,6441;-64,99;184,61;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,88;90,8460;True;0,0044;-0,0045;-0,0799;0,2066;1,1285;0,6406;-69,23;194,02;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,90;90,8660;True;0,0034;-0,0045;-0,0790;0,2158;1,1311;0,6395;-69,25;202,84;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,92;90,8860;True;0,0033;-0,0045;-0,0727;0,2073;1,1313;0,6356;-63,61;194,64;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,94;90,9060;True;0,0005;-0,0045;-0,0683;0,2084;1,1309;0,6345;-62,12;195,67;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,96;90,9260;True;-0,0001;-0,0046;-0,0681;0,2079;1,1328;0,6328;-62,42;195,20;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;1,98;90,9460;True;0,0001;-0,0046;-0,0684;0,2063;1,1337;0,6320;-62,61;193,63;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,00;90,9660;True;0,0000;-0,0046;-0,0709;0,2055;1,1336;0,6326;-64,99;192,91;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,02;90,9860;True;0,0000;-0,0047;-0,0697;0,2042;1,1353;0,6328;-63,85;191,57;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,04;91,0060;True;0,0000;-0,0047;-0,0717;0,2036;1,1372;0,6338;-65,66;190,94;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,06;91,0260;True;-0,0005;-0,0047;-0,0690;0,2029;1,1414;0,6346;-63,71;190,31;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,08;91,0460;True;-0,0005;-0,0047;-0,0701;0,2057;1,1470;0,6357;-64,68;192,94;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,10;91,0660;True;0,0000;-0,0046;-0,0628;0,2047;1,1675;0,6327;-57,54;192,04;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,12;91,0860;True;0,0000;-0,0046;-0,0626;0,2066;1,1741;0,6303;-57,32;193,92;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,14;91,1060;True;0,0001;-0,0046;-0,0556;0,2176;1,1849;0,6286;-50,84;204,47;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,16;91,1260;True;0,0002;-0,0046;-0,0564;0,2153;1,1899;0,6269;-51,49;202,26;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,18;91,1460;True;0,0003;-0,0048;-0,0475;0,2100;1,1973;0,6256;-43,26;196,94;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,20;91,1660;True;0,0003;-0,0048;-0,0491;0,2113;1,2044;0,6254;-44,70;198,23;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,22;91,1860;True;0,0004;-0,0049;-0,0444;0,2177;1,2116;0,6274;-40,32;204,34;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,24;91,2060;True;0,0044;-0,0049;-0,0460;0,2158;1,2151;0,6282;-38,10;202,53;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,26;91,2260;True;0,0043;-0,0049;-0,0367;0,2108;1,2219;0,6279;-29,69;197,68;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,28;91,2460;True;0,0005;-0,0050;-0,0372;0,2170;1,2239;0,6291;-33,58;203,46;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,30;91,2660;True;0,0005;-0,0050;-0,0317;0,2241;1,2263;0,6304;-28,57;210,36;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,32;91,2860;True;0,0006;-0,0050;-0,0277;0,2234;1,2252;0,6299;-24,87;209,69;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,34;91,3060;True;0,0003;-0,0050;-0,0284;0,2216;1,2225;0,6289;-25,74;207,92;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,36;91,3260;True;0,0006;-0,0050;-0,0262;0,2211;1,2208;0,6279;-23,44;207,52;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,38;91,3460;True;0,0001;-0,0051;-0,0354;0,2187;1,2133;0,6269;-32,35;205,08;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,40;91,3660;True;0,0001;-0,0051;-0,0354;0,2187;1,2089;0,6277;-32,35;205,08;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,42;91,3860;True;0,0000;-0,0052;-0,0363;0,2097;1,2038;0,6264;-33,24;196,32;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,44;91,4060;True;0,0000;-0,0052;-0,0390;0,2019;1,1995;0,6249;-35,75;188,78;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,46;91,4260;True;-0,0001;-0,0052;-0,0410;0,2017;1,1995;0,6241;-37,65;188,63;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,48;91,4460;True;-0,0001;-0,0051;-0,0361;0,1990;1,2010;0,6242;-33,11;186,20;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,50;91,4660;True;-0,0001;-0,0050;-0,0349;0,1992;1,1988;0,6276;-32,01;186,39;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,52;91,4860;True;-0,0001;-0,0049;-0,0380;0,2000;1,1952;0,6327;-34,84;187,32;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,54;91,5060;True;-0,0001;-0,0048;-0,0379;0,1989;1,1926;0,6386;-34,82;186,32;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,56;91,5260;True;-0,0001;-0,0047;-0,0431;0,1953;1,1869;0,6435;-39,58;182,96;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,58;91,5460;True;-0,0002;-0,0045;-0,0449;0,1986;1,1765;0,6482;-41,29;186,29;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,60;91,5660;True;-0,0002;-0,0044;-0,0526;0,1982;1,1668;0,6511;-48,40;186,02;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,62;91,5860;True;-0,0003;-0,0044;-0,0542;0,1941;1,1602;0,6518;-49,87;182,11;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,64;91,6060;True;-0,0003;-0,0045;-0,0547;0,1966;1,1562;0,6520;-50,35;184,42;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,66;91,6260;True;-0,0004;-0,0045;-0,0578;0,2027;1,1510;0,6525;-53,28;190,28;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,68;91,6460;True;-0,0004;-0,0045;-0,0595;0,2050;1,1474;0,6515;-54,91;192,49;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,70;91,6660;True;-0,0005;-0,0046;-0,0568;0,2010;1,1448;0,6492;-52,49;188,59;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,72;91,6860;True;-0,0005;-0,0047;-0,0657;0,1943;1,1379;0,6466;-60,60;182,06;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,74;91,7060;True;-0,0005;-0,0048;-0,0606;0,1940;1,1380;0,6458;-55,97;181,72;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,76;91,7260;True;-0,0006;-0,0048;-0,0670;0,1940;1,1362;0,6453;-61,89;181,61;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,78;91,7460;True;-0,0006;-0,0048;-0,0645;0,1937;1,1386;0,6441;-59,63;181,35;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,80;91,7660;True;0,0000;-0,0048;-0,0644;0,1970;1,1417;0,6440;-58,98;184,51;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,82;91,7860;True;0,0001;-0,0048;-0,0649;0,1972;1,1439;0,6438;-59,35;184,72;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,84;91,8060;True;0,0012;-0,0048;-0,0654;0,1973;1,1502;0,6434;-58,83;184,83;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,86;91,8260;True;0,0007;-0,0048;-0,0612;0,1922;1,1535;0,6421;-55,49;179,89;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,88;91,8460;True;0,0002;-0,0048;-0,0619;0,1913;1,1595;0,6406;-56,56;178,99;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,90;91,8660;True;-0,0001;-0,0048;-0,0596;0,1949;1,1665;0,6398;-54,74;182,53;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,92;91,8860;True;-0,0005;-0,0048;-0,0553;0,1932;1,1730;0,6383;-51,19;180,90;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,94;91,9060;True;0,0004;-0,0047;-0,0548;0,1960;1,1789;0,6373;-49,84;183,66;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,96;91,9260;True;0,0011;-0,0047;-0,0500;0,2015;1,1905;0,6351;-44,82;189,01;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;2,98;91,9460;True;0,0022;-0,0046;-0,0500;0,1990;1,2002;0,6324;-43,77;186,61;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;3,00;91,9660;True;0,0024;-0,0046;-0,0445;0,2036;1,2141;0,6317;-38,58;190,97;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;3,02;91,9860;True;0,0034;-0,0047;-0,0359;0,2012;1,2272;0,6309;-29,79;188,72;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;3,04;92,0060;True;0,0034;-0,0047;-0,0374;0,2025;1,2354;0,6311;-31,11;189,87;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;3,06;92,0260;True;0,0033;-0,0047;-0,0183;0,2051;1,2553;0,6305;-13,76;192,39;3664,00;1920,00
Boxe_EPreN1_360_Testing_N1_S6_D;False;3,08;92,0460;True;0,0033;-0,0047;-0,0121;0,2074;1,2678;0,6298;-8,04;194,63;3664,00;1920,00
