Sequence Name;Is Paused; Timeline;Time Since Level Load;Eye Gaze Valid;Eye Gaze Point X;Eye Gaze Point Y;Eye Gaze Vector X;Eye Gaze Vector Y; Gaze Point On Viewport X; Gaze Point On Viewport Y; Crosshair X; Crosshair Y; Screen Size X; Screen Size Y
Pause;True;4,00;0,0060;True;0,0000;0,0000;0,0000;0,0000;0,3408;0,4733;0,00;0,00;3664,00;1920,00
Pause;True;4,02;0,0260;True;0,0000;0,0000;0,0000;0,0000;0,3385;0,4710;0,00;0,00;3664,00;1920,00
Pause;True;4,04;0,0460;True;0,0000;0,0000;0,0000;0,0000;0,3373;0,4698;0,00;0,00;3664,00;1920,00
Pause;True;4,06;0,0660;True;-0,0326;-0,0062;-0,1759;0,0384;0,3205;0,4863;-190,93;30,96;3664,00;1920,00
Pause;True;4,08;0,0860;True;-0,0326;-0,0062;-0,1765;-0,0259;0,3201;0,4790;-191,55;-30,83;3664,00;1920,00
Pause;True;4,10;0,1060;True;-0,0326;-0,0062;-0,1891;0,0088;0,3166;0,4821;-203,15;2,45;3664,00;1920,00
Pause;True;4,12;0,1260;True;-0,0326;-0,0063;-0,1887;0,0047;0,3151;0,4814;-202,68;-1,52;3664,00;1920,00
Pause;True;4,14;0,1460;True;-0,0312;-0,0062;-0,1836;-0,0008;0,3126;0,4804;-196,73;-6,75;3664,00;1920,00
Pause;True;4,16;0,1660;True;-0,0284;-0,0062;-0,1805;0,0005;0,3115;0,4806;-191,35;-5,44;3664,00;1920,00
Pause;True;4,18;0,1860;True;-0,0288;-0,0062;-0,1735;-0,0012;0,3104;0,4806;-185,25;-7,17;3664,00;1920,00
Pause;True;4,20;0,2060;True;-0,0152;-0,0060;-0,1875;-0,0055;0,3059;0,4812;-185,65;-11,09;3664,00;1920,00
Pause;True;4,22;0,2260;True;-0,0042;-0,0058;-0,1967;-0,0076;0,3037;0,4817;-184,08;-12,91;3664,00;1920,00
Pause;True;4,24;0,2460;True;-0,0010;-0,0057;-0,1962;-0,0037;0,2992;0,4837;-180,69;-9,04;3664,00;1920,00
Pause;True;4,26;0,2660;True;-0,0005;-0,0057;-0,2075;0,0028;0,2952;0,4850;-190,52;-2,85;3664,00;1920,00
Pause;True;4,28;0,2860;True;-0,0004;-0,0057;-0,2138;0,0030;0,2920;0,4860;-196,30;-2,60;3664,00;1920,00
Pause;True;4,30;0,3060;True;-0,0003;-0,0057;-0,2138;-0,0031;0,2879;0,4879;-196,03;-8,50;3664,00;1920,00
Pause;True;4,32;0,3260;True;0,0000;-0,0057;-0,2188;-0,0039;0,2854;0,4891;-200,44;-9,23;3664,00;1920,00
Pause;True;4,34;0,3460;True;-0,0001;-0,0057;-0,2244;0,0038;0,2813;0,4925;-205,63;-1,83;3664,00;1920,00
Pause;True;4,36;0,3660;True;-0,0001;-0,0056;-0,2300;-0,0020;0,2794;0,4931;-210,78;-7,36;3664,00;1920,00
Pause;True;4,38;0,3860;True;-0,0001;-0,0057;-0,2415;-0,0207;0,2761;0,4935;-221,38;-25,34;3664,00;1920,00
Pause;True;4,40;0,4060;True;-0,0006;-0,0058;-0,2409;-0,0208;0,2757;0,4945;-221,21;-25,46;3664,00;1920,00
Pause;True;4,42;0,4260;True;-0,0004;-0,0057;-0,2508;-0,0207;0,2738;0,4958;-230,10;-25,35;3664,00;1920,00
Pause;True;4,44;0,4460;True;-0,0003;-0,0057;-0,2483;-0,0153;0,2741;0,4973;-227,71;-20,22;3664,00;1920,00
Pause;True;4,46;0,4660;True;-0,0011;-0,0057;-0,2488;-0,0121;0,2741;0,4986;-228,87;-17,12;3664,00;1920,00
Pause;True;4,48;0,4860;True;-0,0011;-0,0057;-0,2463;-0,0039;0,2751;0,5017;-226,67;-9,22;3664,00;1920,00
Pause;True;4,50;0,5060;True;-0,0011;-0,0056;-0,2519;0,0074;0,2749;0,5039;-231,77;1,72;3664,00;1920,00
Pause;True;4,52;0,5260;True;-0,0011;-0,0055;-0,2460;0,0095;0,2777;0,5059;-226,39;3,81;3664,00;1920,00
Pause;True;4,54;0,5460;True;-0,0011;-0,0055;-0,2460;0,0095;0,2790;0,5064;-226,39;3,81;3664,00;1920,00
Pause;True;4,56;0,5660;True;-0,0011;-0,0054;-0,2425;0,0120;0,2825;0,5074;-223,15;6,26;3664,00;1920,00
Pause;True;4,58;0,5860;True;-0,0011;-0,0054;-0,2463;0,0082;0,2840;0,5070;-226,61;2,64;3664,00;1920,00
Pause;True;4,60;0,6060;True;0,0019;-0,0053;-0,2408;0,0050;0,2898;0,5063;-218,87;-0,27;3664,00;1920,00
Pause;True;4,62;0,6260;True;0,0023;-0,0053;-0,2367;0,0094;0,2928;0,5060;-214,70;3,93;3664,00;1920,00
Pause;True;4,64;0,6460;True;0,0023;-0,0053;-0,2367;0,0094;0,2951;0,5046;-214,70;3,93;3664,00;1920,00
Pause;True;4,66;0,6660;True;0,0036;-0,0053;-0,2299;0,0102;0,3015;0,5017;-207,29;4,77;3664,00;1920,00
Pause;True;4,68;0,6860;True;0,0043;-0,0053;-0,2320;0,0069;0,3042;0,4995;-208,53;1,59;3664,00;1920,00
Pause;True;4,70;0,7060;True;0,0061;-0,0053;-0,2160;0,0073;0,3114;0,4955;-192,18;1,88;3664,00;1920,00
Pause;True;4,72;0,7260;True;0,0061;-0,0053;-0,2160;0,0073;0,3135;0,4932;-192,18;1,88;3664,00;1920,00
Pause;True;4,74;0,7460;True;0,0041;-0,0057;-0,2740;-0,0459;0,3091;0,4818;-247,28;-49,49;3664,00;1920,00
Pause;True;4,76;0,7660;True;0,0046;-0,0059;-0,3175;-0,0865;0,3044;0,4743;-286,57;-88,76;3664,00;1920,00
Pause;True;4,78;0,7860;True;0,0005;-0,0061;-0,3185;-0,1179;0,3042;0,4684;-291,25;-119,11;3664,00;1920,00
Pause;True;4,80;0,8060;True;0,0006;-0,0062;-0,3157;-0,1195;0,3040;0,4644;-288,68;-120,66;3664,00;1920,00
Pause;True;4,82;0,8260;True;0,0006;-0,0062;-0,3169;-0,1235;0,3028;0,4626;-289,74;-124,56;3664,00;1920,00
Pause;True;4,84;0,8460;True;0,0006;-0,0063;-0,3190;-0,1400;0,3001;0,4592;-291,66;-140,38;3664,00;1920,00
Pause;True;4,86;0,8660;True;0,0001;-0,0063;-0,3278;-0,1403;0,2975;0,4587;-300,15;-140,72;3664,00;1920,00
Pause;True;4,88;0,8860;True;-0,0016;-0,0063;-0,3219;-0,1490;0,2953;0,4575;-296,33;-149,13;3664,00;1920,00
Pause;True;4,90;0,9060;True;0,0000;-0,0063;-0,3202;-0,1384;0,2940;0,4588;-293,33;-138,88;3664,00;1920,00
Pause;True;4,92;0,9260;True;0,0005;-0,0062;-0,3116;-0,1489;0,2936;0,4577;-285,00;-148,91;3664,00;1920,00
Pause;True;4,94;0,9460;True;0,0005;-0,0062;-0,3390;-0,1424;0,2866;0,4580;-310,09;-142,65;3664,00;1920,00
Pause;True;4,96;0,9660;True;0,0004;-0,0062;-0,3339;-0,1320;0,2855;0,4596;-305,49;-132,65;3664,00;1920,00
Pause;True;4,98;0,9860;True;0,0004;-0,0062;-0,3336;-0,1321;0,2815;0,4608;-305,28;-132,75;3664,00;1920,00
Pause;True;5,00;1,0060;True;0,0027;-0,0062;-0,3344;-0,1270;0,2794;0,4621;-303,85;-127,85;3664,00;1920,00
Pause;True;5,02;1,0260;True;0,0082;-0,0061;-0,3553;-0,1287;0,2726;0,4628;-317,95;-129,39;3664,00;1920,00
Pause;True;5,04;1,0460;True;0,0097;-0,0060;-0,3677;-0,1247;0,2687;0,4635;-327,94;-125,49;3664,00;1920,00
Pause;True;5,06;1,0660;True;0,0125;-0,0060;-0,3677;-0,1230;0,2645;0,4645;-325,33;-123,82;3664,00;1920,00
Pause;True;5,08;1,0860;True;0,0134;-0,0060;-0,3671;-0,1241;0,2626;0,4649;-324,01;-124,88;3664,00;1920,00
Pause;True;5,10;1,1060;True;0,0130;-0,0060;-0,3753;-0,1179;0,2596;0,4660;-331,84;-118,88;3664,00;1920,00
Pause;True;5,12;1,1260;True;0,0145;-0,0060;-0,4081;-0,1387;0,2537;0,4648;-360,57;-138,87;3664,00;1920,00
Pause;True;5,14;1,1460;True;0,0185;-0,0059;-0,3920;-0,1319;0,2566;0,4675;-342,12;-132,29;3664,00;1920,00
Pause;True;5,16;1,1660;True;0,0153;-0,0059;-0,4039;-0,1380;0,2563;0,4701;-355,95;-138,15;3664,00;1920,00
Pause;True;5,18;1,1860;True;0,0179;-0,0058;-0,3904;-0,1301;0,2598;0,4735;-341,23;-130,52;3664,00;1920,00
Pause;True;5,20;1,2060;True;0,0109;-0,0059;-0,3905;-0,1211;0,2620;0,4795;-347,74;-121,95;3664,00;1920,00
Pause;True;5,22;1,2260;True;0,0102;-0,0059;-0,3833;-0,1066;0,2647;0,4843;-341,74;-107,97;3664,00;1920,00
Pause;True;5,24;1,2460;True;0,0102;-0,0059;-0,3833;-0,1066;0,2672;0,4876;-341,74;-107,97;3664,00;1920,00
Pause;True;5,26;1,2660;True;0,0010;-0,0059;-0,3644;-0,0910;0,2737;0,4965;-332,89;-93,06;3664,00;1920,00
Pause;True;5,28;1,2860;True;0,0002;-0,0059;-0,3702;-0,0780;0,2752;0,5018;-338,93;-80,57;3664,00;1920,00
Pause;True;5,30;1,3060;True;0,0013;-0,0058;-0,3587;-0,0760;0,2821;0,5111;-327,42;-78,55;3664,00;1920,00
Pause;True;5,32;1,3260;True;0,0013;-0,0058;-0,3587;-0,0760;0,2845;0,5156;-327,42;-78,55;3664,00;1920,00
Pause;True;5,34;1,3460;True;0,0012;-0,0056;-0,3572;-0,0478;0,2880;0,5267;-326,12;-51,22;3664,00;1920,00
Pause;True;5,36;1,3660;True;0,0003;-0,0056;-0,3484;-0,0421;0,2905;0,5314;-318,84;-45,74;3664,00;1920,00
Pause;True;5,38;1,3860;True;0,0038;-0,0054;-0,3389;-0,0221;0,2937;0,5417;-306,92;-26,35;3664,00;1920,00
Pause;True;5,40;1,4060;True;0,0038;-0,0054;-0,3389;-0,0221;0,2940;0,5450;-306,92;-26,35;3664,00;1920,00
Pause;True;5,42;1,4260;True;0,0047;-0,0052;-0,3313;-0,0180;0,2953;0,5491;-299,17;-22,26;3664,00;1920,00
Pause;True;5,44;1,4460;True;0,0064;-0,0052;-0,3507;0,0118;0,2932;0,5590;-315,42;6,40;3664,00;1920,00
Pause;True;5,46;1,4660;True;0,0049;-0,0051;-0,3454;-0,0122;0,2950;0,5599;-311,89;-16,63;3664,00;1920,00
Pause;True;5,48;1,4860;True;0,0000;0,0000;0,0000;0,0000;0,3263;0,5577;0,00;0,00;3664,00;1920,00
Pause;True;5,50;1,5060;True;0,0000;0,0000;0,0000;0,0000;0,3265;0,5598;0,00;0,00;3664,00;1920,00
Pause;True;5,52;1,5260;True;0,0000;0,0000;0,0000;0,0000;0,3266;0,5614;0,00;0,00;3664,00;1920,00
Pause;True;5,54;1,5460;True;0,0000;0,0000;0,0000;0,0000;0,3267;0,5644;0,00;0,00;3664,00;1920,00
Pause;True;5,56;1,5660;True;0,0088;-0,0047;-0,3044;-0,0624;0,3032;0,5700;-270,69;-64,44;3664,00;1920,00
Pause;True;5,58;1,5860;True;0,0088;-0,0047;-0,3271;0,0237;0,2980;0,5834;-291,55;18,17;3664,00;1920,00
Pause;True;5,60;1,6060;True;0,0086;-0,0048;-0,3212;0,0791;0,2973;0,5925;-286,30;71,41;3664,00;1920,00
Pause;True;5,62;1,6260;True;0,0062;-0,0048;-0,3108;0,0627;0,2988;0,5969;-279,04;55,65;3664,00;1920,00
Pause;True;5,64;1,6460;True;0,0075;-0,0047;-0,3111;0,0719;0,2991;0,6007;-278,06;64,47;3664,00;1920,00
Pause;True;5,66;1,6660;True;0,0049;-0,0047;-0,3045;0,0822;0,3009;0,6070;-274,43;74,35;3664,00;1920,00
Pause;True;5,68;1,6860;True;0,0046;-0,0047;-0,3005;0,0835;0,3026;0,6095;-271,09;75,72;3664,00;1920,00
Pause;True;5,70;1,7060;True;0,0048;-0,0046;-0,2960;0,0918;0,3050;0,6123;-266,67;83,69;3664,00;1920,00
Pause;True;5,72;1,7260;True;0,0036;-0,0046;-0,2974;0,0897;0,3096;0,6151;-269,17;81,68;3664,00;1920,00
Pause;True;5,74;1,7460;True;0,0036;-0,0046;-0,2974;0,0897;0,3130;0,6169;-269,17;81,68;3664,00;1920,00
Pause;True;5,76;1,7660;True;0,0061;-0,0045;-0,3051;0,0544;0,3209;0,6170;-273,87;47,87;3664,00;1920,00
Pause;True;5,78;1,7860;True;0,0000;0,0000;0,0000;0,0000;0,3514;0,5994;0,00;0,00;3664,00;1920,00
Pause;True;5,80;1,8060;True;0,0000;0,0000;0,0000;0,0000;0,3558;0,5999;0,00;0,00;3664,00;1920,00
Pause;True;5,82;1,8260;True;0,0000;0,0000;0,0000;0,0000;0,3565;0,5994;0,00;0,00;3664,00;1920,00
Pause;True;5,84;1,8460;True;-0,0315;-0,0048;-0,1227;0,1395;0,3466;0,6295;-141,25;129,23;3664,00;1920,00
Pause;True;5,86;1,8660;True;-0,0314;-0,0049;-0,0913;0,1195;0,3496;0,6277;-112,31;110,00;3664,00;1920,00
Pause;True;5,88;1,8860;True;0,0351;-0,0038;-0,0905;0,1110;0,3566;0,6275;-50,75;102,85;3664,00;1920,00
Pause;True;5,90;1,9060;True;0,0351;-0,0039;-0,0892;0,0924;0,3524;0,6244;-49,52;84,93;3664,00;1920,00
Pause;True;5,92;1,9260;True;0,0351;-0,0039;-0,0903;0,0971;0,3497;0,6232;-50,56;89,49;3664,00;1920,00
Pause;True;5,94;1,9460;True;0,0352;-0,0042;-0,1106;0,1033;0,3427;0,6185;-69,07;95,14;3664,00;1920,00
Pause;True;5,96;1,9660;True;0,0351;-0,0041;-0,1050;0,1175;0,3415;0,6165;-64,03;108,82;3664,00;1920,00
Pause;True;5,98;1,9860;True;0,0352;-0,0044;-0,1223;0,1049;0,3362;0,6058;-79,80;96,43;3664,00;1920,00
Pause;True;6,00;2,0060;True;-0,0317;-0,0051;-0,0706;0,0821;0,3331;0,5974;-93,72;73,92;3664,00;1920,00
Pause;True;6,02;2,0260;True;-0,0318;-0,0053;-0,0778;0,0499;0,3306;0,5808;-100,41;42,80;3664,00;1920,00
Pause;True;6,04;2,0460;True;-0,0318;-0,0054;-0,0859;0,0435;0,3290;0,5738;-107,83;36,56;3664,00;1920,00
Pause;True;6,06;2,0660;True;-0,0318;-0,0056;-0,0863;0,0245;0,3285;0,5658;-108,24;18,18;3664,00;1920,00
Pause;True;6,08;2,0860;True;-0,0318;-0,0058;-0,0849;0,0128;0,3284;0,5535;-106,91;6,76;3664,00;1920,00
Pause;True;6,10;2,1060;True;-0,0318;-0,0059;-0,0833;-0,0083;0,3289;0,5457;-105,46;-13,67;3664,00;1920,00
Pause;True;6,12;2,1260;True;-0,0316;-0,0069;-0,0991;-0,1516;0,3279;0,5191;-119,71;-152,21;3664,00;1920,00
Pause;True;6,14;2,1460;True;-0,0315;-0,0073;-0,1040;-0,2176;0,3277;0,5062;-124,04;-215,97;3664,00;1920,00
Pause;True;6,16;2,1660;True;-0,0314;-0,0076;-0,1120;-0,2636;0,3275;0,4900;-131,30;-260,37;3664,00;1920,00
Pause;True;6,18;2,1860;True;-0,0312;-0,0078;-0,1359;-0,3038;0,3252;0,4798;-153,08;-299,22;3664,00;1920,00
Pause;True;6,20;2,2060;True;-0,0294;-0,0080;-0,1238;-0,3487;0,3278;0,4691;-140,36;-342,48;3664,00;1920,00
Pause;True;6,22;2,2260;True;-0,0051;-0,0079;-0,1309;-0,4058;0,3321;0,4510;-124,62;-397,21;3664,00;1920,00
Pause;True;6,24;2,2460;True;-0,0005;-0,0080;-0,1270;-0,4148;0,3346;0,4441;-116,80;-405,83;3664,00;1920,00
Pause;True;6,26;2,2660;True;0,0035;-0,0080;-0,1286;-0,4233;0,3389;0,4325;-114,57;-414,01;3664,00;1920,00
Pause;True;6,28;2,2860;True;0,0111;-0,0079;-0,1215;-0,4489;0,3431;0,4251;-101,11;-438,57;3664,00;1920,00
Pause;True;6,30;2,3060;True;0,0007;-0,0082;-0,1167;-0,4572;0,3455;0,4208;-106,28;-446,85;3664,00;1920,00
Pause;True;6,32;2,3260;True;0,0074;-0,0083;-0,1045;-0,4819;0,3553;0,4137;-88,95;-470,62;3664,00;1920,00
Pause;True;6,34;2,3460;True;0,0074;-0,0083;-0,1045;-0,4819;0,3594;0,4126;-88,95;-470,62;3664,00;1920,00
Pause;True;6,36;2,3660;True;0,0041;-0,0087;-0,1207;-0,5415;0,3643;0,4044;-106,77;-528,23;3664,00;1920,00
Pause;True;6,38;2,3860;True;0,0015;-0,0088;-0,1086;-0,5467;0,3696;0,4038;-98,07;-533,21;3664,00;1920,00
Pause;True;6,40;2,4060;True;-0,0056;-0,0088;-0,1002;-0,5451;0,3779;0,4045;-96,92;-531,78;3664,00;1920,00
Pause;True;6,42;2,4260;True;-0,0056;-0,0088;-0,1002;-0,5451;0,3817;0,4055;-96,92;-531,78;3664,00;1920,00
Pause;True;6,44;2,4460;True;-0,0031;-0,0088;-0,0965;-0,5424;0,3889;0,4079;-91,16;-529,19;3664,00;1920,00
Pause;True;6,46;2,4660;True;-0,0014;-0,0087;-0,0935;-0,5416;0,3920;0,4088;-86,92;-528,32;3664,00;1920,00
Pause;True;6,48;2,4860;True;-0,0013;-0,0087;-0,0820;-0,5494;0,3957;0,4090;-76,37;-535,77;3664,00;1920,00
Pause;True;6,50;2,5060;True;-0,0056;-0,0088;-0,0841;-0,5453;0,3989;0,4136;-82,15;-531,94;3664,00;1920,00
Pause;True;6,52;2,5260;True;-0,0040;-0,0088;-0,0731;-0,5325;0,4021;0,4188;-70,61;-519,66;3664,00;1920,00
Pause;True;6,54;2,5460;True;-0,0041;-0,0088;-0,0674;-0,5275;0,4060;0,4289;-65,47;-514,87;3664,00;1920,00
Pause;True;6,56;2,5660;True;-0,0003;-0,0087;-0,0585;-0,5191;0,4094;0,4366;-53,84;-506,69;3664,00;1920,00
Pause;True;6,58;2,5860;True;-0,0003;-0,0087;-0,0605;-0,5094;0,4134;0,4521;-55,65;-497,34;3664,00;1920,00
Pause;True;6,60;2,6060;True;-0,0055;-0,0087;-0,0425;-0,4752;0,4172;0,4638;-43,97;-464,49;3664,00;1920,00
Pause;True;6,62;2,6260;True;-0,0056;-0,0084;-0,0216;-0,4661;0,4239;0,4805;-24,98;-455,60;3664,00;1920,00
Pause;True;6,64;2,6460;True;-0,0056;-0,0083;-0,0147;-0,4361;0,4271;0,4902;-18,61;-426,62;3664,00;1920,00
Pause;True;6,66;2,6660;True;-0,0056;-0,0081;-0,0145;-0,4121;0,4293;0,4972;-18,40;-403,33;3664,00;1920,00
Pause;True;6,68;2,6860;True;-0,0033;-0,0078;-0,0077;-0,3890;0,4335;0,5044;-10,07;-380,87;3664,00;1920,00
Pause;True;6,70;2,7060;True;0,0094;-0,0074;-0,0202;-0,3870;0,4342;0,5059;-9,95;-378,60;3664,00;1920,00
Pause;True;6,72;2,7260;True;0,0123;-0,0073;-0,0135;-0,3834;0,4356;0,5086;-1,05;-375,09;3664,00;1920,00
Pause;True;6,74;2,7460;True;0,0095;-0,0074;-0,0051;-0,3710;0,4359;0,5106;4,00;-363,32;3664,00;1920,00
Pause;True;6,76;2,7660;True;-0,0041;-0,0077;0,0028;-0,3614;0,4341;0,5119;-1,16;-354,31;3664,00;1920,00
Pause;True;6,78;2,7860;True;-0,0024;-0,0076;0,0065;-0,3614;0,4339;0,5116;3,84;-354,28;3664,00;1920,00
Pause;True;6,80;2,8060;True;-0,0024;-0,0076;0,0065;-0,3588;0,4330;0,5116;3,77;-351,77;3664,00;1920,00
Pause;True;6,82;2,8260;True;-0,0035;-0,0077;0,0035;-0,3487;0,4304;0,5122;-0,01;-342,18;3664,00;1920,00
Pause;True;6,84;2,8460;True;-0,0035;-0,0077;0,0035;-0,3487;0,4291;0,5125;-0,01;-342,18;3664,00;1920,00
Pause;True;6,86;2,8660;True;-0,0035;-0,0078;0,0030;-0,3510;0,4263;0,5146;-0,47;-344,44;3664,00;1920,00
Pause;True;6,88;2,8860;True;-0,0053;-0,0079;-0,0003;-0,3405;0,4238;0,5177;-5,10;-334,45;3664,00;1920,00
Pause;True;6,90;2,9060;True;-0,0019;-0,0078;-0,0088;-0,3348;0,4195;0,5237;-9,79;-328,92;3664,00;1920,00
Pause;True;6,92;2,9260;True;-0,0020;-0,0078;-0,0090;-0,3358;0,4177;0,5271;-10,03;-329,78;3664,00;1920,00
Pause;True;6,94;2,9460;True;-0,0020;-0,0077;-0,0057;-0,3268;0,4145;0,5350;-7,11;-321,13;3664,00;1920,00
Pause;True;6,96;2,9660;True;-0,0020;-0,0075;-0,0214;-0,3099;0,4109;0,5394;-21,48;-304,72;3664,00;1920,00
Pause;True;6,98;2,9860;True;-0,0021;-0,0073;-0,0237;-0,3194;0,4090;0,5403;-23,63;-313,64;3664,00;1920,00
Pause;True;7,00;3,0060;True;0,0000;0,0000;0,0000;0,0000;0,3927;0,5606;0,00;0,00;3664,00;1920,00
Pause;True;7,02;3,0260;True;0,0000;0,0000;0,0000;0,0000;0,3908;0,5603;0,00;0,00;3664,00;1920,00
Pause;True;7,04;3,0460;True;0,0000;0,0000;0,0000;0,0000;0,3878;0,5586;0,00;0,00;3664,00;1920,00
Pause;True;7,06;3,0660;True;-0,0320;-0,0056;-0,1155;-0,0361;0,3813;0,5664;-135,09;-40,10;3664,00;1920,00
Pause;True;7,08;3,0860;True;-0,0031;-0,0051;-0,1591;-0,0177;0,3767;0,5659;-148,55;-21,84;3664,00;1920,00
Pause;True;7,10;3,1060;True;-0,0049;-0,0052;-0,1657;0,0223;0,3734;0,5686;-156,28;16,40;3664,00;1920,00
Pause;True;7,12;3,1260;True;-0,0032;-0,0053;-0,1673;0,0395;0,3713;0,5693;-156,16;32,81;3664,00;1920,00
Pause;True;7,14;3,1460;True;-0,0094;-0,0055;-0,1539;0,0196;0,3693;0,5655;-149,57;13,51;3664,00;1920,00
Pause;True;7,16;3,1660;True;-0,0061;-0,0055;-0,1559;0,0150;0,3682;0,5639;-148,37;9,19;3664,00;1920,00
Pause;True;7,18;3,1860;True;-0,0033;-0,0055;-0,1621;0,0152;0,3650;0,5610;-151,50;9,37;3664,00;1920,00
Pause;True;7,20;3,2060;True;-0,0089;-0,0057;-0,1742;0,0216;0,3611;0,5597;-167,79;15,27;3664,00;1920,00
Pause;True;7,22;3,2260;True;-0,0256;-0,0060;-0,1596;-0,0048;0,3581;0,5541;-169,71;-10,33;3664,00;1920,00
Pause;True;7,24;3,2460;True;-0,0274;-0,0060;-0,1694;-0,0027;0,3554;0,5526;-180,26;-8,40;3664,00;1920,00
Pause;True;7,26;3,2660;True;-0,0271;-0,0060;-0,1686;-0,0115;0,3533;0,5494;-179,25;-16,79;3664,00;1920,00
Pause;True;7,28;3,2860;True;-0,0242;-0,0060;-0,1790;-0,0135;0,3521;0,5484;-186,06;-18,76;3664,00;1920,00
Pause;True;7,30;3,3060;True;-0,0199;-0,0059;-0,1873;-0,0154;0,3518;0,5473;-189,80;-20,44;3664,00;1920,00
Pause;True;7,32;3,3260;True;-0,0120;-0,0057;-0,2405;-0,0138;0,3478;0,5457;-231,27;-18,79;3664,00;1920,00
Pause;True;7,34;3,3460;True;-0,0073;-0,0057;-0,2306;-0,0266;0,3509;0,5445;-217,90;-30,96;3664,00;1920,00
Pause;True;7,36;3,3660;True;-0,0053;-0,0055;-0,2330;-0,0232;0,3544;0,5462;-218,23;-27,64;3664,00;1920,00
Pause;True;7,38;3,3860;True;-0,0050;-0,0054;-0,2269;-0,0256;0,3576;0,5476;-212,42;-29,70;3664,00;1920,00
Pause;True;7,40;3,4060;True;-0,0039;-0,0053;-0,2240;-0,0374;0,3608;0,5483;-208,71;-40,90;3664,00;1920,00
Pause;True;7,42;3,4260;True;0,0049;-0,0048;-0,2158;-0,0218;0,3671;0,5526;-193,22;-25,56;3664,00;1920,00
Pause;True;7,44;3,4460;True;0,0049;-0,0048;-0,2158;-0,0218;0,3692;0,5531;-193,22;-25,56;3664,00;1920,00
Pause;True;7,46;3,4660;True;0,0080;-0,0046;-0,2031;-0,0188;0,3753;0,5541;-178,71;-22,42;3664,00;1920,00
Pause;True;7,48;3,4860;True;0,0088;-0,0046;-0,1999;-0,0079;0,3776;0,5559;-175,02;-12,03;3664,00;1920,00
Pause;True;7,50;3,5060;True;0,0086;-0,0046;-0,1886;-0,0225;0,3823;0,5558;-164,94;-26,08;3664,00;1920,00
Pause;True;7,52;3,5260;True;0,0086;-0,0046;-0,1886;-0,0225;0,3836;0,5563;-164,94;-26,08;3664,00;1920,00
Pause;True;7,54;3,5460;True;-0,0035;-0,0048;-0,1740;-0,0158;0,3859;0,5573;-162,60;-19,81;3664,00;1920,00
Pause;True;7,56;3,5660;True;-0,0034;-0,0049;-0,1932;-0,0209;0,3845;0,5566;-180,15;-24,75;3664,00;1920,00
Pause;True;7,58;3,5860;True;-0,0034;-0,0049;-0,1820;-0,0152;0,3865;0,5574;-169,79;-19,27;3664,00;1920,00
Pause;True;7,60;3,6060;True;-0,0034;-0,0049;-0,1803;-0,0142;0,3877;0,5582;-168,26;-18,29;3664,00;1920,00
Pause;True;7,62;3,6260;True;-0,0034;-0,0049;-0,1704;-0,0123;0,3892;0,5586;-159,18;-16,53;3664,00;1920,00
Pause;True;7,64;3,6460;True;-0,0316;-0,0053;-0,1571;-0,0128;0,3882;0,5587;-172,79;-17,40;3664,00;1920,00
Pause;True;7,66;3,6660;True;-0,0323;-0,0053;-0,1642;-0,0098;0,3873;0,5589;-180,04;-14,56;3664,00;1920,00
Pause;True;7,68;3,6860;True;-0,0323;-0,0053;-0,1545;-0,0141;0,3884;0,5583;-171,12;-18,70;3664,00;1920,00
Pause;True;7,70;3,7060;True;-0,0323;-0,0054;-0,1559;-0,0122;0,3879;0,5583;-172,39;-16,84;3664,00;1920,00
Pause;True;7,72;3,7260;True;-0,0323;-0,0054;-0,1576;-0,0067;0,3864;0,5586;-173,92;-11,69;3664,00;1920,00
Pause;True;7,74;3,7460;True;-0,0323;-0,0055;-0,1640;-0,0142;0,3849;0,5578;-179,78;-18,91;3664,00;1920,00
Pause;True;7,76;3,7660;True;-0,0323;-0,0055;-0,1567;-0,0229;0,3849;0,5569;-173,11;-27,27;3664,00;1920,00
Pause;True;7,78;3,7860;True;-0,0323;-0,0055;-0,1722;-0,0156;0,3812;0,5582;-187,33;-20,30;3664,00;1920,00
Pause;True;7,80;3,8060;True;-0,0323;-0,0056;-0,1682;-0,0191;0,3812;0,5584;-183,63;-23,67;3664,00;1920,00
Pause;True;7,82;3,8260;True;-0,0321;-0,0057;-0,2111;-0,0197;0,3752;0,5591;-222,76;-24,36;3664,00;1920,00
Pause;True;7,84;3,8460;True;-0,0321;-0,0057;-0,1785;-0,1444;0,3804;0,5463;-192,85;-144,07;3664,00;1920,00
Pause;True;7,86;3,8660;True;0,0000;0,0000;0,0000;0,0000;0,3926;0,5477;0,00;0,00;3664,00;1920,00
Pause;True;7,88;3,8860;True;0,0000;0,0000;0,0000;0,0000;0,3918;0,5470;0,00;0,00;3664,00;1920,00
Pause;True;7,90;3,9060;True;0,0000;0,0000;0,0000;0,0000;0,3914;0,5466;0,00;0,00;3664,00;1920,00
Pause;True;7,92;3,9260;True;0,0339;-0,0038;-0,1781;-0,1491;0,3867;0,5448;-132,07;-146,79;3664,00;1920,00
Pause;True;7,94;3,9460;True;-0,0321;-0,0053;-0,1914;-0,1151;0,3769;0,5472;-204,74;-115,62;3664,00;1920,00
Pause;True;7,96;3,9660;True;-0,0320;-0,0053;-0,1918;-0,1073;0,3768;0,5479;-205,00;-108,11;3664,00;1920,00
