section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,azimuth [deg],elevation [deg]
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316509598345895,284.451,772.249,1,,,-19.83485199373903,-15.464591180790238
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316509602370895,298.01,767.53,1,,,-18.769369714421472,-15.147380741018551
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316509606363895,331.162,670.04,1,,,-15.936966094448838,-8.0199008081294
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316509614388895,347.851,578.442,1,,,-14.586095582624694,-1.2611620651921345
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316509618372895,381.447,626.509,1,,,-12.0960893737364,-4.834265498082254
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316509622332895,454.388,639.588,1,,,-6.634368881282774,-5.835890349236088
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316509630343895,402.377,650.304,1,,,-10.547948825443843,-6.611772805495172
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316509634356895,477.519,669.011,1,,,-4.914518853155438,-8.03742891376367
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316509639227895,444.508,663.296,1,,,-7.39342771780562,-7.599234275715794
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316509642564895,425.106,672.322,1,,,-8.862416208219804,-8.26170387517047
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316509650354895,388.813,682.764,1,,,-11.611951227078979,-9.013137762058559
