section id,recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [g],acceleration y [g],acceleration z [g],roll [deg],pitch [deg],yaw [deg],quaternion w,quaternion x,quaternion y,quaternion z
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316510458603895,5.182927,10.670732,-0.792683,-0.047791,-0.797241,0.074524,7.078298180085284,89.59855247995415,,,,,
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316510463543895,3.47561,11.95122,-0.853659,-0.047424,-0.810303,0.089844,7.162230875786946,89.18864541693381,,,,,
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316510468483895,2.012195,13.231708,-1.036585,-0.053894,-0.828064,0.109558,7.255144434793664,88.7717056429683,,,,,
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316510473423895,0.670732,14.512196,-0.853659,-0.053284,-0.837769,0.117798,7.353619091774846,88.34814713938374,,,,,
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316510478363895,-0.670732,15.670732,-0.182927,-0.05365,-0.839111,0.116394,7.457904678912456,87.91805807548599,,,,,
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316510483303895,-2.195122,17.073172,0.97561,-0.055542,-0.842102,0.115479,7.570046202760182,87.48063210828184,,,,,
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316510488243895,-3.902439,17.987804,1.890244,-0.055054,-0.84552,0.118652,7.686398718004398,87.03491386999099,,,,,
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316510493183895,-5.426829,18.963415,2.560976,-0.052979,-0.857788,0.119507,7.806175203333453,86.58176289072333,,,,,
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316510498123895,-6.707317,19.573172,2.987805,-0.057617,-0.869019,0.125061,7.93087624886283,86.12260912728306,,,,,
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316510503063895,-7.5,19.87805,3.04878,-0.057556,-0.88269,0.132812,8.056441208665689,85.65970676427662,,,,,
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316510508003895,-8.292683,19.939024,3.109756,-0.064087,-0.890625,0.134094,8.185050014232331,85.1933009425768,,,,,
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316510512943895,-8.902439,19.817074,3.109756,-0.068542,-0.901428,0.137512,8.314597587018369,84.72424098596821,,,,,
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316510517883895,-9.268292,19.268293,2.926829,-0.069824,-0.914429,0.144775,8.44123269596713,84.2536154641208,,,,,
f8282382-0a30-42a2-b906-b0f70187e7a2,21fe85a2-7f47-4462-89aa-d40746773e0f,1650316510522823895,-9.085366,18.719513,2.682927,-0.077026,-0.921387,0.15094,8.567874254526771,83.78437096049106,,,,,
