time(100ns);time_stamp(ms);time(UnityVideoPlayer);frame;eye_valid_L;eye_valid_R;openness_L;openness_R;pupil_diameter_L(mm);pupil_diameter_R(mm);pos_sensor_L.x;pos_sensor_L.y;pos_sensor_R.x;pos_sensor_R.y;gaze_origin_L.x(mm);gaze_origin_L.y(mm);gaze_origin_L.z(mm);gaze_origin_R.x(mm);gaze_origin_R.y(mm);gaze_origin_R.z(mm);gaze_direct_L.x;gaze_direct_L.y;gaze_direct_L.z;gaze_direct_R.x;gaze_direct_R.y;gaze_direct_R.z;gaze_sensitive;frown_L;frown_R;squeeze_L;squeeze_R;wide_L;wide_R;distance_valid_C;distance_C(mm);track_imp_cnt;helmet_pos_x;helmet_pos_y;helmet_pos_z;helmet_rot_x;helmet_rot_y;helmet_rot_z
638342794002119965;-1512415645;0.17;88153;31;31;0.9313084;0.9582862;3.570862;3.676193;0.3605488;0.6271837;0.4125806;0.6515598;38.806;1.96582;-37.97519;-30.94507;1.001801;-36.56378;0.08343506;-0.1320648;0.9877167;0.09234619;-0.1562347;0.9833832;0.007;0;0;0;0;0;0;False;0;0;0.9682;1.1824;0.5552;3.6845;354.5023;3.2748
638342794002199767;-1512415637;0.20;88154;31;31;0.9313084;0.9582862;3.535019;3.67717;0.3611977;0.6290374;0.4131778;0.6515936;38.7881;1.949234;-37.94594;-30.96991;0.9701843;-36.47791;0.08372498;-0.1432648;0.9861298;0.09487915;-0.1552582;0.9832916;0.007;0;0;0;0;0;0;False;0;0;0.9676;1.1824;0.5552;3.6831;354.4570;3.1448
638342794002289532;-1512415628;0.20;88155;31;31;0.9228383;0.9671736;3.591354;3.620346;0.3622438;0.6294219;0.4152386;0.6511287;38.77725;1.893646;-37.82605;-30.98338;0.9680176;-36.48419;0.07940674;-0.1405029;0.9868774;0.08428955;-0.1519928;0.9847717;0.007;0;0;0;0;0;0;False;0;0;0.9672;1.1823;0.5551;3.6879;354.3745;3.0584
638342794002369302;-1512415620;0.20;88156;31;31;0.9228383;0.9671736;3.488831;3.634827;0.3624748;0.6282938;0.4150527;0.6513702;38.77449;1.84845;-37.74202;-30.9843;0.9653473;-36.48164;0.08021545;-0.1280212;0.9885101;0.08581543;-0.1529236;0.9844971;0.007;0;0;0;0;0;0;False;0;0;0.9672;1.1823;0.5551;3.6879;354.3745;3.0584
638342794002449085;-1512415612;0.20;88157;31;31;0.9303513;0.9808721;3.549225;3.6492;0.3624626;0.6298507;0.4148667;0.6516119;38.77087;1.769485;-37.51547;-30.98338;0.9680176;-36.48419;0.08200073;-0.1355591;0.9873657;0.08686829;-0.1547546;0.9841156;0.007;0;0;0;0;0;0;False;0;0;0.9667;1.1823;0.5549;3.7255;354.2676;3.0032
638342794002528887;-1512415603;0.23;88158;31;31;0.9303513;0.9808721;3.414825;3.65329;0.3623687;0.6307954;0.4150527;0.6516368;38.75975;1.685776;-37.2336;-30.9832;0.9753876;-36.50706;0.08854675;-0.1430511;0.985733;0.08551025;-0.155014;0.9841919;0.007;0;0;0;0;0;0;False;0;0;0.9663;1.1822;0.5548;3.7651;354.1169;2.9586
638342794002618634;-1512415595;0.23;88159;31;31;0.9284708;0.9783764;3.462738;3.648834;0.3630432;0.6308166;0.4152386;0.6516618;38.76447;1.89592;-38.03183;-30.98338;0.9683228;-36.48454;0.07659912;-0.1358185;0.9877625;0.08442688;-0.1551819;0.9842682;0.007;0;0;0;0;0;0;False;0;0;0.9657;1.1821;0.5548;3.8528;353.9757;2.9106
638342794002698418;-1512415587;0.23;88160;31;31;0.9284708;0.9783764;3.530548;3.666824;0.3639378;0.6302674;0.4163602;0.6525925;38.74782;1.848419;-37.90314;-30.99699;0.9421387;-36.40727;0.07502747;-0.1291962;0.9887695;0.08078003;-0.1604309;0.9837341;0.007;0;0;0;0;0;0;False;0;0;0.9657;1.1821;0.5548;3.8528;353.9757;2.9106
638342794002788195;-1512415578;0.23;88161;31;31;0.93318;0.9806612;3.435928;3.612625;0.3656899;0.6317704;0.4175516;0.6518756;38.72862;1.868515;-37.97314;-30.98982;0.883728;-36.19942;0.06767273;-0.1401672;0.9878082;0.07199097;-0.1576996;0.984848;0.007;0;0;0;0;0;0;False;0;0;0.9653;1.1819;0.5548;3.9441;353.8563;2.8985
638342794002867968;-1512415570;0.27;88162;31;31;0.93318;0.9806612;3.492126;3.580017;0.3656102;0.6310917;0.4193299;0.6518421;38.71483;1.839966;-37.92099;-31.02399;0.8805389;-36.24106;0.07191467;-0.1316986;0.9886627;0.06816101;-0.1541138;0.9856873;0.007;0;0;0;0;0;0;False;0;0;0.9649;1.1817;0.5547;4.0396;353.7601;2.9088
638342794002947772;-1512415562;0.27;88163;31;31;0.9359893;0.9881706;3.471207;3.575638;0.3665579;0.6307784;0.4197066;0.6521567;38.70096;1.820145;-37.87312;-31.03508;0.8650055;-36.18983;0.06938171;-0.1281891;0.9893036;0.06855774;-0.1562195;0.9853363;0.007;0;0;0;0;0;0;False;0;0;0.9646;1.1815;0.5546;4.1444;353.6775;2.9129
638342794003037528;-1512415553;0.27;88164;31;31;0.9359893;0.9881706;3.381027;3.552032;0.3677429;0.6310333;0.419993;0.6511329;38.68367;1.882797;-38.05238;-31.04672;0.8882751;-36.25978;0.06507874;-0.1329651;0.9889679;0.06907654;-0.1503143;0.9862061;0.007;0;0;0;0;0;0;False;0;0;0.9646;1.1815;0.5546;4.1444;353.6775;2.9129
