section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,azimuth [deg],elevation [deg]
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345244513431,518.505,602.989,1,1,,-3.5683910885600065,-4.396360833305965
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345248454431,517.725,602.901,1,1,,-3.6269304610255753,-4.38968970179734
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345256493431,517.052,603.356,1,1,,-3.677637369258526,-4.423688028983677
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345260616431,516.943,602.929,1,1,,-3.685748359874272,-4.3916703327154405
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345264608431,516.811,602.245,1,1,,-3.69550056844637,-4.340353533443007
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345268509431,518.354,601.888,1,1,,-3.579512501492507,-4.313826605267571
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345276487431,517.884,600.174,1,1,,-3.614436843007609,-4.185361457592289
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345280454431,517.764,601.01,1,1,,-3.6236119305231353,-4.247968129315217
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345284472431,517.584,601.557,1,1,,-3.6372638814514127,-4.288945176687778
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345288511431,517.757,600.59,1,1,,-3.6240179788044156,-4.216484787436952
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345296502431,519.246,598.079,1,1,,-3.5116385375224293,-4.0285039521502135
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345300492431,519.777,598.351,1,1,,-3.4718847998665847,-4.048935984394514
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345304566431,519.647,598.793,1,1,,-3.4816700649492804,-4.082052228234337
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345308465431,520.453,598.877,1,1,,-3.421203362170705,-4.088459917956184
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345316498431,523.685,599.811,1,1,,-3.17866917816934,-4.158837811094257
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345320549431,524.643,600.305,1,1,,-3.1068045031392284,-4.195962233832948
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345324499431,525.566,601.301,1,1,,-3.0376572192611797,-4.270696385128118
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345328496431,526.638,602.44,1,1,,-2.9573488671557064,-4.356216836531371
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345336506431,528.101,603.682,1,1,,-2.8476373495573184,-4.44944658221729
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345340467431,530.667,603.559,1,,,-2.65488159074096,-4.440495111024807
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345344507431,533.185,603.164,1,,,-2.4656664147821656,-4.411135882006975
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345348467431,537.768,603.651,1,,,-2.1214105969949846,-4.448014021543856
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345356503431,557.025,604.387,1,,,-0.6747109787914747,-4.504242384544333
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345360473431,583.955,605.345,1,,,1.3487294079109517,-4.575752390866308
