section id,recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [g],acceleration y [g],acceleration z [g],roll [deg],pitch [deg],yaw [deg],quaternion w,quaternion x,quaternion y,quaternion z
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345558443431,-66.646339,-6.646342,-4.390244,0.025635,0.040344,-0.116638,3.0088654688962038,87.01105912734562,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345563383431,-60.060978,-6.95122,-4.939024,0.023682,0.04425,-0.124329,2.6943798668692693,87.04119413412099,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345568323431,-53.902439,-7.621952,-5.243903,0.03064,0.046326,-0.128296,2.350267914372921,87.07752829957042,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345573263431,-48.231709,-7.987805,-5.731708,0.024292,0.040466,-0.136902,1.99815472644147,87.13601485771824,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345578203431,-42.865856,-8.353659,-6.341464,0.023621,0.031372,-0.137146,1.6028822273861465,87.17027286276993,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345583143431,-38.048782,-8.658537,-6.646342,0.027893,0.025208,-0.140015,1.167908555056897,87.16003122232968,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345588083431,-33.536587,-8.841464,-7.012195,0.027588,0.023865,-0.139771,0.7263525568125146,87.15920337617888,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345593023431,-29.024391,-8.963415,-6.95122,0.023865,0.024231,-0.136841,0.29043524159587264,87.19578716394346,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345597963431,-24.634148,-9.207317,-7.012195,0.028381,0.020935,-0.127136,-0.16108096356944657,87.21677920510194,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345602903431,-20.365854,-9.268292,-7.256098,0.028442,0.014526,-0.117615,-0.6267009744484255,87.20691734611376,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345607843431,-16.402439,-9.390244,-7.621952,0.027527,0.006348,-0.111877,-1.10115673418224,87.13982452971715,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345612783431,-12.378049,-9.634147,-7.987805,0.029419,0.00238,-0.104248,-1.5757053744144685,87.05638123551341,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345617723431,-8.47561,-9.939025,-8.597561,0.034424,0.001221,-0.097961,-2.051046129367535,86.9870315225279,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345622663431,-4.573171,-10.060976,-9.146341,0.0354,0.005188,-0.092834,-2.5283382859198014,86.97400854739283,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345627603431,-0.670732,-10.0,-9.45122,0.03595,0.008911,-0.087524,-3.0037607924994347,87.01508402136932,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345632543431,2.804878,-10.0,-9.512196,0.036865,0.010437,-0.088928,-3.4779310809210813,87.08497311536922,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345637483431,6.036585,-10.0,-9.634147,0.036438,0.016479,-0.085815,-3.9435964456991996,87.22221425554574,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345642423431,9.146341,-9.878049,-9.634147,0.042969,0.021973,-0.08252,-4.400477032402847,87.40440797649944,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345647363431,12.134147,-9.756098,-9.512196,0.046875,0.032104,-0.081299,-4.837390844865638,87.6537137599446,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345652303431,14.512196,-9.512196,-9.02439,0.048767,0.037964,-0.089172,-5.263648806590794,87.93431356547063,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345657243431,16.585365,-9.146341,-8.353659,0.046448,0.036926,-0.091431,-5.687695875212455,88.22493450983444,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345662183431,18.536585,-8.902439,-7.926829,0.048706,0.044189,-0.08844,-6.094413400376709,88.55409295076385,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345667123431,20.182928,-8.597561,-7.256098,0.051086,0.050049,-0.085754,-6.487314371213188,88.90995636572086,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345672063431,21.829269,-8.231708,-6.52439,0.048706,0.055054,-0.082947,-6.860339880180447,89.29864888242224,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345677003431,23.475611,-7.865854,-5.792683,0.048828,0.054688,-0.084351,-7.2321606998849575,89.693624865733,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345681943431,25.0,-7.682927,-5.060976,0.049805,0.05304,-0.078186,-7.604491421871131,90.09280641574787,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345686883431,26.524391,-7.5,-4.512195,0.050903,0.046814,-0.068359,-7.986793310069515,90.48232701630167,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345691823431,28.04878,-7.560976,-3.902439,0.048462,0.041382,-0.061707,-8.374760642319984,90.869644968547,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345696763431,29.817074,-7.804878,-3.719512,0.046875,0.041138,-0.059265,-8.759704883121685,91.27175483264818,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345701703431,31.585367,-7.926829,-3.658537,0.046631,0.049377,-0.056335,-9.120513151688442,91.71697156592506,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345706643431,33.536587,-7.987805,-3.658537,0.049927,0.055847,-0.052246,-9.468578396203014,92.18714322829362,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345711583431,35.243904,-8.04878,-3.719512,0.046814,0.062561,-0.054688,-9.793776644295292,92.69121396972048,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345716523431,36.951221,-8.231708,-3.658537,0.043091,0.060364,-0.058838,-10.11728502196425,93.20656496633234,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345721463431,38.536587,-8.231708,-3.536585,0.048462,0.058472,-0.061584,-10.457902478984153,93.71107690054106,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345726403431,40.060978,-8.109756,-3.170732,0.046936,0.055847,-0.068115,-10.80307446823781,94.2171316773406,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345731343431,41.585365,-8.04878,-2.743902,0.041809,0.051575,-0.078064,-11.1516381770154,94.7270271017706,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345736283431,42.865856,-7.926829,-2.439024,0.042908,0.05188,-0.08551,-11.503263385459377,95.23877165196825,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345741223431,44.512196,-7.865854,-2.134146,0.043091,0.052673,-0.094849,-11.855873975105425,95.75732635546723,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345746163431,45.975613,-7.439024,-1.52439,0.040344,0.052979,-0.105774,-12.204230934362016,96.28624335892607,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345751103431,47.439026,-7.439024,-1.036585,0.03717,0.039978,-0.10791,-12.57669465694812,96.79131002098757,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345756043431,48.902439,-7.439024,-0.792683,0.032043,0.020264,-0.102905,-12.987890997754505,97.23877252341697,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345760983431,50.365856,-7.621952,-1.280488,0.029785,0.011597,-0.099609,-13.416502769310114,97.6561783851285,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345765923431,52.012196,-8.04878,-1.890244,0.023438,0.007874,-0.098206,-13.85014989071422,98.07805126151499,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345770863431,53.475613,-8.597561,-2.621951,0.024231,0.01123,-0.096375,-14.27643802440906,98.5321533127792,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345775803431,54.878052,-8.963415,-3.292683,0.023804,0.017761,-0.103699,-14.685084853833189,99.03552640431474,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345780743431,56.158539,-9.268292,-3.719512,0.022461,0.029968,-0.1073,-15.05679318158019,99.60706470667412,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345785683431,57.2561,-9.634147,-3.841464,0.017273,0.037415,-0.112427,-15.397858923725522,100.22551740778965,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345790623431,58.719513,-9.756098,-3.719512,0.016235,0.042725,-0.112366,-15.7196217673212,100.87177629002412,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345795563431,60.487804,-10.0,-3.414634,0.016052,0.042236,-0.113708,-16.04182944464071,101.52792536806544,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345800503431,62.5,-10.0,-2.804878,0.017151,0.036377,-0.118103,-16.38287786731641,102.17533269414878,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345805443431,64.451218,-10.182927,-2.012195,0.014343,0.028931,-0.120483,-16.73872108680979,102.81870522793668,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345810383431,66.768295,-10.487805,-1.52439,0.009583,0.007446,-0.121277,-17.150377827763407,103.40157938367668,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345815323431,69.634148,-11.158537,-1.585366,0.005737,-0.008118,-0.114441,-17.6041295931704,103.91532155272364,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345820263431,72.5,-11.95122,-1.95122,0.00592,-0.015503,-0.112732,-18.075746858671266,104.39087318021097,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345825203431,75.243904,-12.865854,-2.317073,-0.000854,-0.015747,-0.123047,-18.543047488424918,104.91130628717895,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345830143431,77.743904,-13.719513,-2.804878,-0.000854,-0.007202,-0.129639,-18.988603752268773,105.51983622082571,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345835083431,79.756096,-14.45122,-3.04878,-0.002014,-0.004272,-0.142395,-19.422940401969527,106.17012307439853,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345840023431,82.134148,-14.939025,-2.682927,-0.003601,-0.00293,-0.145081,-19.850224467347516,106.85048987319362,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345844963431,84.512199,-15.182927,-1.829268,-0.0047,-0.013611,-0.144897,-20.30297763902655,107.49256303183802,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345849903431,87.012199,-15.304878,-0.914634,0.002319,-0.027039,-0.150818,-20.784684714647966,108.0642359022711,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345854843431,89.573174,-15.304878,0.243902,-0.002075,-0.033386,-0.161194,-21.268372549419155,108.63444203079757,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345859783431,92.134148,-15.365854,1.219512,-0.007996,-0.044189,-0.166077,-21.75470958234186,109.17215016633713,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345864723431,95.121956,-15.731708,1.890244,-0.006348,-0.057983,-0.175232,-22.245674454263337,109.66876641343663,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345869663431,98.231712,-15.853659,2.378049,-0.006042,-0.078918,-0.182007,-22.72794660401979,110.09792476808343,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345874603431,101.463417,-16.219513,2.256098,-0.00885,-0.102112,-0.189636,-23.188625295604538,110.47255400802578,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345879543431,104.329269,-16.646341,1.646341,-0.015198,-0.137451,-0.199524,-23.606094004972903,110.78226675415073,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345884483431,107.743904,-17.134148,1.036585,-0.021545,-0.172668,-0.206238,-23.982727777824607,111.05728233996524,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345889423431,111.341469,-17.621952,0.792683,-0.03241,-0.193909,-0.228333,-24.348240348418983,111.34838348105939,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345894363431,115.060982,-17.92683,0.670732,-0.043823,-0.255676,-0.238037,-24.663945480327186,111.61058334346353,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345899303431,118.658539,-18.353659,-0.060976,-0.062805,-0.348267,-0.245239,-24.925249510400562,111.85589564134091,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345904243431,121.768295,-18.963415,-1.097561,-0.083313,-0.436584,-0.268311,-25.163347046710612,112.1096978210254,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345909183431,123.841469,-19.512196,-2.378049,-0.098022,-0.501831,-0.315491,-25.40531555147041,112.38265226570707,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345914123431,125.36586,-20.182928,-3.597561,-0.11853,-0.569153,-0.370728,-25.650726614347747,112.67378225275098,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345919063431,127.134148,-20.792683,-4.512195,-0.145264,-0.67157,-0.39093,-25.878732060069723,112.97053416673117,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345924003431,129.268295,-21.280489,-4.512195,-0.164001,-0.796631,-0.404175,-26.096157451124498,113.2714822681952,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345928943431,131.219513,-21.402439,-4.207317,-0.169922,-0.905457,-0.435608,-26.316831618624434,113.5802823647656,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345933883431,133.048782,-21.524391,-3.963415,-0.177063,-0.974854,-0.488281,-26.547471235134424,113.90277309291639,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345938823431,134.512192,-22.5,-4.817073,-0.198547,-1.025757,-0.516724,-26.778799172628908,114.2402610113113,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345943763431,135.670731,-23.780489,-7.195122,-0.231934,-1.092346,-0.513,-26.997198534895773,114.59214222406052,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345948703431,136.036591,-24.390244,-10.121951,-0.257568,-1.191956,-0.511108,-27.202334125303622,114.95428258462488,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345953643431,135.121948,-24.085367,-12.378049,-0.278015,-1.31604,-0.536316,-27.39931665561386,115.31906010761975,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345958583431,131.402435,-22.804878,-13.719513,-0.300659,-1.432434,-0.592529,-27.591013145246677,115.67182349808081,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345963523431,125.731712,-20.853659,-14.207317,-0.332703,-1.561951,-0.667114,-27.776358378921742,116.00039132361661,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345968463431,118.658539,-18.841463,-14.268293,-0.370483,-1.676453,-0.75531,-27.956683082759525,116.29785609809892,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345973403431,110.853661,-16.768293,-13.597561,-0.400269,-1.772888,-0.855408,-28.136670159066938,116.55914160261119,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345978343431,102.865852,-14.207317,-11.890244,-0.412537,-1.833862,-0.94519,-28.318866127296502,116.77916212026014,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345983283431,94.939026,-11.097561,-10.060976,-0.427734,-1.885132,-1.01123,-28.49718290303707,116.95501138149706,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345988223431,88.414635,-8.414635,-9.695122,-0.443909,-1.965637,-1.026489,-28.662409569774013,117.09246042678268,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345993163431,84.268295,-5.609756,-11.036586,-0.461243,-1.999939,-0.999756,-28.805853483236746,117.20704868987747,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390345998103431,81.951218,-2.804878,-13.414635,-0.47345,-1.999939,-0.969055,-28.92632956932036,117.31215603894913,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390346003043431,80.914635,0.121951,-16.646341,-0.483459,-1.999146,-0.931396,-29.02077089966909,117.4160558226796,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390346007983431,80.853661,3.353659,-20.42683,-0.490173,-1.999939,-0.888489,-29.0863676036725,117.52432890150209,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390346012923431,81.402443,6.402439,-24.87805,-0.495483,-1.999939,-0.832458,-29.120876888593102,117.64161907698866,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390346017863431,82.134148,9.45122,-28.841465,-0.501099,-1.999939,-0.764404,-29.12375838073973,117.76668449023492,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390346022803431,83.536591,12.378049,-32.439026,-0.501648,-1.999939,-0.694153,-29.09694814536664,117.90176564434796,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390346027743431,85.365852,15.304878,-35.792683,-0.499939,-1.999939,-0.634644,-29.042645718218438,118.04892868524882,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390346032683431,86.707321,18.597561,-38.048782,-0.483093,-1.999939,-0.580078,-28.964949016474804,118.20132581706952,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390346037623431,86.768295,21.829269,-38.658539,-0.463989,-1.999939,-0.500732,-28.865413193311554,118.34617149702899,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390346042563431,85.487808,25.121952,-38.231709,-0.461609,-1.999939,-0.391357,-28.74006705359892,118.47312622925585,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390346047503431,82.439026,28.170732,-37.317074,-0.465698,-1.999939,-0.271973,-28.589355806221988,118.57287481189752,,,,,
27d80d6b-1b49-41ca-a125-fbd4ee0d65ef,afd3e1e3-3916-48ef-860c-3a66f8e3b737,1629390346052443431,77.804878,30.731709,-36.158539,-0.478271,-1.999939,-0.135132,-28.41340472511297,118.63832543705519,,,,,
