section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,azimuth [deg],elevation [deg]
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014419150740,429.261,180.43,1,,,-11.136951928422155,27.234121722788476
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014422943740,429.827,180.335,1,,,-11.091301895532537,27.24248907644349
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014426953740,449.439,194.748,1,,,-9.4285570862239,26.192698446558662
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014430933740,454.712,207.9,1,,,-8.948370836456068,25.209518675198666
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014438788740,455.715,241.646,1,,,-8.744315190605647,22.66984690617769
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014442818740,455.598,245.884,1,,,-8.739397617090683,22.350977811555566
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014446918740,454.593,264.326,1,,,-8.759439084517068,20.963633275288874
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014451010740,454.931,279.671,1,,,-8.687214650074432,19.811844898934904
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014458923740,455.059,294.103,1,,,-8.637283719937384,18.72906764008853
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014462876740,460.359,303.182,1,,,-8.202040792011383,18.053936614619815
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014467066740,465.319,303.809,1,,,-7.815495041438463,18.012127766124237
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014470819740,468.315,307.827,1,,,-7.574045391235135,17.71360007024464
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014478817740,483.275,324.283,1,,,-6.384753277071897,16.491688791495232
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014482788740,486.975,330.07,1,,,-6.089916532652621,16.060035378849765
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014486949740,491.181,336.266,1,,,-5.7567270868199145,15.597909672371967
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014490805740,493.274,341.1,1,,,-5.588974589144764,15.236398427253935
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014498822740,492.184,353.674,1,,,-5.655921994792019,14.292078555974062
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014502795740,491.622,361.703,1,,,-5.688789465890001,13.689258990239905
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014506820740,491.687,371.736,1,,,-5.6717172619024305,12.936668822822577
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014511043740,493.103,383.008,1,,,-5.551250384195552,12.091941788781964
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014519845740,498.729,402.332,1,,,-5.10514983883311,10.645073575966096
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014523042740,498.477,403.461,1,,,-5.123303361781372,10.560273955513258
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014527039740,498.94,408.464,1,,,-5.084030983693054,10.185284144921383
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014530987740,501.193,412.892,1,,,-4.909892277097957,9.854028169589602
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014538971740,503.491,421.105,1,,,-4.729935037094436,9.238821067640263
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014542995740,504.274,428.87,1,,,-4.665641219268526,8.656651336180365
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014546927740,507.721,434.404,1,,,-4.40191420923997,8.242539890035758
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014551051740,513.194,443.262,1,,,-3.9842321129988334,7.579522099181939
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014559004740,513.233,451.844,1,,,-3.9774675542080438,6.9357572414131505
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014562799740,513.19,458.004,1,,,-3.978147286296086,6.473737568307055
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014566940740,510.145,463.361,1,,,-4.205262492682511,6.071345973849768
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014571159740,511.615,471.025,1,,,-4.091807206522316,5.496820211897329
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014578853740,515.955,483.626,1,,,-3.7615926715848764,4.552419462921803
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014582925740,518.954,497.306,1,,,-3.5330909207744745,3.5267357627413114
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014587006740,521.41,504.445,1,,,-3.3474761711908516,2.991568852955782
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014590976740,523.23,509.418,1,,,-3.210157519066958,2.618708075509506
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014599253740,521.933,508.281,1,,,-3.3076303596357275,2.703848488990496
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014602952740,517.026,484.793,1,,,-3.6807514391598763,4.465027423195377
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014606889740,513.143,461.09,1,,,-3.980474935367378,6.242212116759155
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014610960740,509.113,434.328,1,,,-4.2968321840904204,8.248642065193122
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014618825740,504.699,402.827,1,,,-4.651774953373411,10.610288354986958
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014623673740,501.931,393.19,1,,,-4.869870018223939,11.332155136567259
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014626901740,500.379,389.4,1,,,-4.991276354502172,11.615786281890074
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014631028740,499.497,364.264,1,,,-5.083648531797622,13.501436848257855
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014638861740,496.773,319.22,1,,,-5.350361054269563,16.881570061034825
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014642926740,495.624,307.243,1,,,-5.457540875175799,17.780575432791302
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014646873740,494.867,301.851,1,,,-5.524990156001931,18.185165054577062
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014650968740,494.794,300.614,1,,,-5.532747007264396,18.278081929265337
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014658907740,495.106,306.274,1,,,-5.499285492226089,17.8529782297562
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014662939740,495.117,308.379,1,,,-5.495051569627356,17.694852200260094
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014666829740,496.11,310.036,1,,,-5.41551078697037,17.57102158317674
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014671014740,496.652,311.622,1,,,-5.371056156660332,17.452241650155567
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014678964740,498.563,314.339,1,,,-5.219037088947318,17.249405408980106
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014682962740,500.527,315.402,1,,,-5.065521994036046,17.17084158550142
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014686968740,502.451,316.154,1,,,-4.915659596421122,17.115572986847802
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014691093740,502.247,319.758,1,,,-4.926512988277088,16.84465009414303
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014699000740,502.32,330.722,1,,,-4.906613632358611,16.02107373495207
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014703032740,502.181,336.548,1,,,-4.910044830547018,15.583469444866333
031a7384-d47f-4ae8-8f3a-ab0d7779a066,7a57dfdc-7075-487e-8974-3dfa23575253,1629309014707000740,501.624,342.629,1,,,-4.945416272960917,15.126523182448885
